SEQ,common_name,scientific_name,merged_SEQ,ADU,avibase_id,avibase_id_source,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,family,order,iucn,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment
56,Glossy Ibis,Plegadis falcinellus,,83,avibase-D4540F88,ebird_single,Glossy Ibis,Plegadis falcinellus,5166,Plegadis falcinellus,gloibi,Ibises and Spoonbills,Pelecaniformes,LC,https://datazone.birdlife.org/species/factsheet/22697422,1,false,false,false,true,626.6,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,23712479.58,,
57,African Spoonbill,Platalea alba,,85,avibase-F86BB1D3,ebird_single,African Spoonbill,Platalea alba,5198,Platalea alba,afrspo1,Ibises and Spoonbills,Pelecaniformes,LC,https://datazone.birdlife.org/species/factsheet/22697564,1,false,false,false,true,1521,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,14157612.5,,
58,Eurasian Spoonbill,Platalea leucorodia,,2210,avibase-A0A584C1,ebird_single,Eurasian Spoonbill,Platalea leucorodia,5199,Platalea leucorodia,eurspo1,Ibises and Spoonbills,Pelecaniformes,LC,https://datazone.birdlife.org/species/factsheet/22697555,1,false,false,false,true,1868,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,6276598.58,This species is prone to misidentification and its maps might be affected by error.,
59,Greater Flamingo,Phoenicopterus ruber,,86,avibase-0F9B5174,ebird_single,Greater Flamingo,Phoenicopterus roseus,1622,Phoenicopterus roseus,grefla3,Flamingos,Phoenicopteriformes,LC,https://datazone.birdlife.org/species/factsheet/22697360,1,false,false,false,true,3031.6,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,5093092.47,,
60,Lesser Flamingo,Phoeniconaias minor,,87,avibase-B06A9079,ebird_single,Lesser Flamingo,Phoeniconaias minor,1616,Phoeniconaias minor,lesfla1,Flamingos,Phoenicopteriformes,NT,https://datazone.birdlife.org/species/factsheet/22697369,1,false,false,false,true,1500,Wetland,3,1,Herbivore,Herbivore aquatic,Terrestrial,248234.51,,"CJ: Yes, the coastal increase certainly seems real. The literature was clear that LF were v rare on the coast. "
61,Fulvous Whistling Duck,Dendrocygna bicolor,,101,avibase-9A60617E,ebird_single,Fulvous Whistling Duck,Dendrocygna bicolor,253,Dendrocygna bicolor,fuwduc,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22679746,1,false,false,false,true,756.4,Wetland,3,2,Herbivore,Omnivore,Terrestrial,18668766.17,,
62,White-faced Whistling Duck,Dendrocygna viduata,,100,avibase-A534AFEA,ebird_single,White-faced Whistling Duck,Dendrocygna viduata,248,Dendrocygna viduata,wfwduc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22679763,1,false,false,false,true,690,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,27415311.66,,
63,Ruddy Shelduck,Tadorna ferruginea,0,#N/A,avibase-1F9D883E,ebird_single,Ruddy Shelduck,Tadorna ferruginea,391,Tadorna ferruginea,rudshe,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680003,1,false,false,false,false,1235,Wetland,3,2,Omnivore,Omnivore,Terrestrial,18403211.28,,"Rejected by Zimmerman et al. 1996. See East African Rarities Committee (EARC) Special Report
Species included for East African countries in Britton (1980)
which have since been considered unacceptable. https://eararities.org/downloads/Fisher,%20Pearson%20&%20Hunter%202016.pdf"
64,Egyptian Goose,Alopochen aegyptiacus,,89,avibase-DA2F24E3,ebird_single,Egyptian Goose,Alopochen aegyptiaca,384,Alopochen aegyptiaca,egygoo,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22679993,1,false,false,false,true,1873,Wetland,3,2,Herbivore,Omnivore,Generalist,17452607.3,,
65,Spur-winged Goose,Plectopterus gambensis,,88,avibase-EB01B24C,ebird_single,Spur-winged Goose,Plectropterus gambensis,285,Plectropterus gambensis,spwgoo1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680057,1,false,false,false,true,3869,Wetland,3,3,Herbivore,Omnivore,Terrestrial,15772780.82,,
66,Knob-billed Duck,Sarkidiornis melanotos,,91,avibase-3948131B,ebird_single,Knob-billed Duck,Sarkidiornis melanotos,439,Sarkidiornis melanotos,comduc2,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/45953631,1,false,false,false,true,2610,Wetland,3,1,Herbivore,Herbivore aquatic,Generalist,18695511.28,,
67,African Pygmy Goose,Nettapus auritus,,92,avibase-EC7C1618,ebird_single,African Pygmy Goose,Nettapus auritus,268,Nettapus auritus,afrpyg1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680095,1,false,false,false,true,266,Wetland,3,1,Omnivore,Herbivore aquatic,Aquatic,17754493.4,,
68,African Black Duck,Anas sparsa,,95,avibase-1EAFAD9F,ebird_single,African Black Duck,Anas sparsa,527,Anas sparsa,afbduc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680170,1,false,false,false,true,981.5,Wetland,3,1,Omnivore,Omnivore,Aquatic,9213622.59,,
69,Cape Wigeon,Anas capensis,,98,avibase-25DA0F41,ebird_single,Cape Teal,Anas capensis,552,Anas capensis,captea1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680145,1,false,false,false,true,402,Wetland,3,2,Omnivore,Aquatic predator,Aquatic,4317287.05,,
70,Wigeon,Anas penelope,,1280,avibase-15EE0D36,ebird_single,Eurasian Wigeon,Mareca penelope,523,Mareca penelope,eurwig,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680157,1,false,false,true,true,770,Wetland,3,3,Herbivore,Omnivore,Terrestrial,16342850.08,,
71,Gadwall,Anas strepera,,1282,avibase-C235A4D7,ebird_single,Gadwall,Mareca strepera,519,Mareca strepera,gadwal,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680149,1,false,false,true,true,915.6,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,18552362.65,,"CJ: A rare bird previously, clearly become even rarer"
72,Teal,Anas crecca,,1274,avibase-BC6C3CCE,ebird_single,Green-winged Teal,Anas crecca,566,Anas crecca,gnwtea,"Ducks, Swans, and Geese",Anseriformes,NE,,1,false,false,true,true,341.9,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,31784516.68,,
73,Garganey,Anas querquedula,,885,avibase-F577BA0F,ebird_single,Garganey,Spatula querquedula,498,Spatula querquedula,gargan,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680313,1,false,false,true,true,325.6,Wetland,3,3,Omnivore,Herbivore aquatic,Aquatic,16861397.11,,"CJ: Yes, this is surely a correct picture of its decline"
74,Yellow-billed Duck,Anas undulata,,96,avibase-7F64AD87,ebird_single,Yellow-billed Duck,Anas undulata,531,Anas undulata,yebduc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680221,1,false,false,false,true,1008,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,8476793.26,,CJ: Yes… interesting that it has gone from the coast. 
75,Northern Pintail,Anas acuta,,886,avibase-56CCA717,ebird_single,Northern Pintail,Anas acuta,562,Anas acuta,norpin,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680301,1,false,false,true,true,944.6,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,28403500.77,,
76,Red-billed Teal,Anas erythrorhynchos,,97,avibase-8F6876AC,ebird_single,Red-billed Teal,Anas erythrorhyncha,557,Anas erythrorhyncha,rebduc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680290,1,false,false,false,true,558.8,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,10763443.79,,
77,Hottentot Teal,Anas hottentota,,99,avibase-FA831F65,ebird_single,Blue-billed Teal,Spatula hottentota,499,Spatula hottentota,hottea1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680332,1,false,false,false,true,276.4,Wetland,3,1,Herbivore,Omnivore,Generalist,7754871.01,,
78,Shoveler,Anas clypeata,,93,avibase-ED4CE8E7,ebird_single,Northern Shoveler,Spatula clypeata,513,Spatula clypeata,norsho,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680247,1,false,false,true,true,612.6,Wetland,3,3,Omnivore,Aquatic predator,Aquatic,27068888.24,,
79,Southern Pochard,Netta erythrophthalma,,102,avibase-36C0242E,ebird_single,Southern Pochard,Netta erythrophthalma,459,Netta erythrophthalma,soupoc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680354,1,false,false,false,true,780.4,Wetland,3,2,Herbivore,Herbivore aquatic,Aquatic,10612856.99,,CJ: The Malindi increase is definitely due to much greater observer effort (L Jilore is visited MANY more times than it would have been during the first bird atlas..)
80,Northern Pochard,Aythya ferina,,1296,avibase-A96692E0,ebird_single,Common Pochard,Aythya ferina,468,Aythya ferina,compoc,"Ducks, Swans, and Geese",Anseriformes,VU,https://datazone.birdlife.org/species/factsheet/22680358,1,false,false,false,true,823,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,16611109.18,,
81,White-eyed Pochard,Aythya nyroca,,1304,avibase-7CF91527,ebird_single,Ferruginous Duck,Aythya nyroca,464,Aythya nyroca,ferduc,"Ducks, Swans, and Geese",Anseriformes,NT,https://datazone.birdlife.org/species/factsheet/22680373,1,false,false,true,true,574,Wetland,3,3,Herbivore,Herbivore aquatic,Aquatic,6827514.86,,
82,Tufted Duck,Aythya fuligula,,1298,avibase-67CEA1C1,ebird_single,Tufted Duck,Aythya fuligula,472,Aythya fuligula,tufduc,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22680391,1,false,false,true,true,701.2,Wetland,3,2,Omnivore,Herbivore aquatic,Aquatic,20377977.97,,CJ: SO interesting that this sp has vanished. It was always uncommon but now is not present.
83,Maccoa Duck,Oxyura maccoa,,103,avibase-1C2F4E80,ebird_single,Maccoa Duck,Oxyura maccoa,278,Oxyura maccoa,macduc1,"Ducks, Swans, and Geese",Anseriformes,EN,https://datazone.birdlife.org/species/factsheet/22679820,1,false,false,false,true,674,Wetland,3,1,Omnivore,Omnivore,Aquatic,2242706.43,,
84,White-backed Duck,Thalassornis leuconotus,,104,avibase-2EEDACD5,ebird_single,White-backed Duck,Thalassornis leuconotus,242,Thalassornis leuconotus,whbduc1,"Ducks, Swans, and Geese",Anseriformes,LC,https://datazone.birdlife.org/species/factsheet/22679785,1,false,false,false,true,707.5,Wetland,3,1,Herbivore,Herbivore aquatic,Aquatic,10032374.01,,
85,Secretary Bird,Sagittarius serpentarius,,105,avibase-DCBCCEB8,ebird_single,Secretarybird,Sagittarius serpentarius,7945,Sagittarius serpentarius,secret2,Secretarybird,Accipitriformes,EN,https://datazone.birdlife.org/species/factsheet/22696221,1,false,false,false,false,4017,Grassland,3,2,Carnivore,Vertivore,Terrestrial,14023594.92,,
86,Palm-nut Vulture,Gypohierax angolensis,,112,avibase-14885C18,ebird_single,Palm-nut Vulture,Gypohierax angolensis,7977,Gypohierax angolensis,panvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695170,1,false,false,false,true,1600,Forest,2,1,Herbivore,Frugivore,Insessorial,9715580.32,,
87,Lappet-faced Vulture,Torgos tracheliotus,,108,avibase-672EA454,ebird_single,Lappet-faced Vulture,Torgos tracheliotos,8060,Torgos tracheliotos,lafvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,EN,https://datazone.birdlife.org/species/factsheet/22695238,1,false,false,false,false,6969,Grassland,3,2,Scavenger,Scavenger,Terrestrial,8489832.71,,
88,White-headed Vulture,Trigonoceps occipitalis,,109,avibase-93D7EC56,ebird_single,White-headed Vulture,Trigonoceps occipitalis,8056,Trigonoceps occipitalis,whhvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,CR,https://datazone.birdlife.org/species/factsheet/22695250,1,false,false,false,false,3016,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,6011586.35,,
89,Ruppell's Vulture,Gyps rueppellii,,1029,avibase-76B512B1,ebird_single,Rüppell's Vulture,Gyps rueppelli,8075,Gyps rueppelli,ruegri1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,CR,https://datazone.birdlife.org/species/factsheet/22695207,1,false,false,false,false,7400,Grassland,3,1,Scavenger,Scavenger,Terrestrial,6445230.81,,
90,African White-backed Vulture,Gyps africanus,,107,avibase-0419DDC2,ebird_single,White-backed Vulture,Gyps africanus,8068,Gyps africanus,whbvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,CR,https://datazone.birdlife.org/species/factsheet/22695189,1,false,false,false,false,5433,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10465544.7,,
91,Egyptian Vulture,Neophron percnopterus,,111,avibase-6D3480A6,ebird_single,Egyptian Vulture,Neophron percnopterus,7983,Neophron percnopterus,egyvul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,EN,https://datazone.birdlife.org/species/factsheet/22695180,1,false,false,false,false,2082,Grassland,3,3,Omnivore,Scavenger,Generalist,14111672.38,,
92,Hooded Vulture,Neophron monachus,,110,avibase-131038AD,ebird_single,Hooded Vulture,Necrosyrtes monachus,8064,Necrosyrtes monachus,hoovul1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,CR,https://datazone.birdlife.org/species/factsheet/22695185,1,false,false,false,false,2043,Shrubland,2,1,Scavenger,Scavenger,Terrestrial,10764077.19,,
93,Lammergeier,Gypaetus barbatus,,150,avibase-81DB7410,ebird_single,Bearded Vulture,Gypaetus barbatus,7979,Gypaetus barbatus,lammer1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NT,https://datazone.birdlife.org/species/factsheet/22695174,1,false,false,false,false,5695,Rock,3,2,Scavenger,Scavenger,Terrestrial,8369572.33,This species was re-introduces in Hell's Gate (62c),
94,Harrier-Hawk,Polyboroides typus,,171,avibase-C505EA72,ebird_single,African Harrier-Hawk,Polyboroides typus,7973,Polyboroides typus,afhhaw1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695409,1,false,false,false,false,633.2,Forest,1,1,Carnivore,Vertivore,Insessorial,14893143.16,,
95,Pallid Harrier,Circus macrourus,,168,avibase-22647E26,ebird_single,Pallid Harrier,Circus macrourus,8428,Circus macrourus,palhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NT,https://datazone.birdlife.org/species/factsheet/22695396,1,false,false,true,false,384.4,Grassland,3,3,Carnivore,Vertivore,Aerial,6168290.72,,
96,Montagu's Harrier,Circus pygargus,,170,avibase-63B6412E,ebird_single,Montagu's Harrier,Circus pygargus,8434,Circus pygargus,monhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695405,1,false,false,true,false,310.8,Grassland,3,3,Carnivore,Vertivore,Aerial,6837154.32,,
97,Eurasian Marsh Harrier,Circus aeruginosus,,166,avibase-E2A19474,ebird_single,Western Marsh Harrier,Circus aeruginosus,8437,Circus aeruginosus,wemhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695344,1,false,false,true,true,704.1,Wetland,3,2,Carnivore,Vertivore,Aerial,13390803.81,,
98,African Marsh Harrier,Circus ranivorus,,167,avibase-2A2C169B,ebird_single,African Marsh Harrier,Circus ranivorus,8436,Circus ranivorus,afmhar1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695352,1,false,false,false,true,507,Wetland,3,1,Carnivore,Vertivore,Aerial,4426338.22,This species is prone to misidentification and its maps might be affected by error.,
99,Bateleur,Terathopius ecaudatus,,151,avibase-6CBD8724,ebird_single,Bateleur,Terathopius ecaudatus,8111,Terathopius ecaudatus,batele1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,EN,https://datazone.birdlife.org/species/factsheet/22695289,1,false,false,false,false,2200,Woodland,2,1,Carnivore,Omnivore,Generalist,14023477.79,,
100,Short-toed Snake Eagle,Circaetus gallicus,,0,avibase-A0C5797F,manual,Beaudouin's/Black-chested/Short-toed Snake Eagle,Circaetus sp.,8118,Circaetus beaudouini|Circaetus pectoralis|Circaetus gallicus,beasne1|bkbsne1|shteag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,VU,,3,false,false,false,false,1500,Woodland,2,1,Carnivore,Vertivore,Insessorial,3453409.14,,"Historical lump of 3 species, treated as one taxon (Circaetus gallicus) in the 1970-1984 atlas: Beaudouin's Snake-Eagle (Circaetus beaudouini, 22 Kenyan eBird records 2009-2023); Black-chested Snake-Eagle (Circaetus pectoralis, 3329 Kenyan eBird records 2009-2023); Short-toed Snake-Eagle (Circaetus gallicus, 4 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either."
101,Brown Snake Eagle,Circaetus cinereus,,145,avibase-6904D83F,ebird_single,Brown Snake Eagle,Circaetus cinereus,8120,Circaetus cinereus,brseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695271,1,false,false,false,false,2048,Shrubland,2,1,Carnivore,Vertivore,Insessorial,11541044.04,,
102,Banded Snake Eagle,Circaetus cinerascens,,148,avibase-4327F813,ebird_single,Western Banded Snake Eagle,Circaetus cinerascens,8114,Circaetus cinerascens,baseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695283,1,false,false,false,false,1126,Forest,1,1,Carnivore,Vertivore,Insessorial,5762003,,
103,Southern Banded Snake Eagle,Circaetus fasciolatus,,147,avibase-9F2839A9,ebird_single,Southern Banded Snake Eagle,Circaetus fasciolatus,8113,Circaetus fasciolatus,faseag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NT,https://datazone.birdlife.org/species/factsheet/22695277,1,false,false,false,false,1013.6,Woodland,3,1,Carnivore,Vertivore,Insessorial,734455.97,,
104,Great Sparrowhawk,Accipiter melanoleucus,,159,avibase-819AB823,ebird_single,Black Sparrowhawk,Astur melanoleucus,8421,Astur melanoleucus,blagos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695673,1,false,false,false,false,699,Forest,1,1,Carnivore,Vertivore,Generalist,9067092.6,,
105,Ovampo Sparrowhawk,Accipiter ovampensis,,157,avibase-BAE91683,ebird_single,Ovambo Sparrowhawk,Accipiter ovampensis,8373,Accipiter ovampensis,ovaspa2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695619,1,false,false,false,false,195,Shrubland,2,1,Carnivore,Vertivore,Aerial,7295779.86,,
106,Eurasian Sparrowhawk,Accipiter nisus,,1006,avibase-DB376A66,ebird_single,Eurasian Sparrowhawk,Accipiter nisus,8388,Accipiter nisus,eurspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695624,1,false,false,true,false,220.8,Forest,1,2,Carnivore,Vertivore,Insessorial,23601609.31,This species is prone to misidentification and its maps might be affected by error.,
107,Rufous Sparrowhawk,Accipiter rufiventris,,156,avibase-EC0E680F,ebird_single,Rufous-breasted Sparrowhawk,Accipiter rufiventris,8385,Accipiter rufiventris,rucspa2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695630,1,false,false,false,false,198,Forest,1,1,Carnivore,Vertivore,Aerial,756057.21,,
108,African Goshawk,Accipiter tachiro,,160,avibase-35A1472C,ebird_single,African Goshawk,Aerospiza tachiro,8254,Aerospiza tachiro,afrgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NE,,1,false,false,false,false,290.2,Forest,1,1,Carnivore,Vertivore,Aerial,5174215.21,,
109,Little Sparrowhawk,Accipiter minullus,,158,avibase-CE1CF6FD,ebird_single,Little Sparrowhawk,Tachyspiza minulla,8267,Tachyspiza minulla,litspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695581,1,false,false,false,false,87.4,Forest,1,1,Carnivore,Vertivore,Generalist,6794381.58,,
110,Shikra,Accipiter badius,,161,avibase-1A0ECB6E,ebird_single,Shikra,Tachyspiza badia,8297,Tachyspiza badia,shikra1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695490,1,false,false,false,false,131.2,Shrubland,2,3,Carnivore,Vertivore,Insessorial,22374973,,
111,Levant Sparrowhawk,Accipiter brevipes,,2074,avibase-8492E4B7,ebird_single,Levant Sparrowhawk,Tachyspiza brevipes,8307,Tachyspiza brevipes,levspa1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695499,1,false,false,true,false,186.5,Forest,1,3,Carnivore,Vertivore,Generalist,2936751.8,This species is prone to misidentification and its maps might be affected by error.,
112,Dark Chanting Goshawk,Melierax metabates,,163,avibase-D2AFD39B,ebird_single,Dark Chanting Goshawk,Melierax metabates,8237,Melierax metabates,dacgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695425,1,false,false,false,false,674.5,Shrubland,2,1,Carnivore,Vertivore,Insessorial,12484209.96,,
113,Pale Chanting Goshawk,Melierax poliopterus,,2136,avibase-FA3A1F20,ebird_single,Eastern Chanting Goshawk,Melierax poliopterus,8242,Melierax poliopterus,eacgos1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695431,1,false,false,false,false,629.9,Shrubland,2,1,Carnivore,Vertivore,Insessorial,2071175.93,,
114,Gabar Goshawk,Melierax gabar,,162,avibase-922DE9C1,ebird_single,Gabar Goshawk,Micronisus gabar,8230,Micronisus gabar,gabgos2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695445,1,false,false,false,false,169.6,Grassland,3,2,Carnivore,Vertivore,Insessorial,13910595.47,,
115,Lizard Buzzard,Kaupifalco monogrammicus,,144,avibase-3EEB66ED,ebird_single,Lizard Buzzard,Kaupifalco monogrammicus,8247,Kaupifalco monogrammicus,lizbuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695421,1,false,false,false,false,278.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,13079368.52,,
116,Mountain Buzzard,Buteo tachardus,,2112,avibase-5BFEFD9A,ebird_single,Mountain Buzzard,Buteo oreophilus,8642,Buteo oreophilus,moubuz2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NT,https://datazone.birdlife.org/species/factsheet/22728020,1,false,false,false,false,700,Forest,1,1,Carnivore,Vertivore,Insessorial,674707.01,,
117,Common Buzzard,Buteo buteo,,154,avibase-3C0C325D,ebird_single,Common Buzzard,Buteo buteo,8644,Buteo buteo,combuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/61695117,1,false,false,true,false,759.1,Grassland,3,2,Carnivore,Vertivore,Insessorial,11719424.27,,
118,Long-legged Buzzard,Buteo rufinus,,979,avibase-CC65921F,ebird_single,Long-legged Buzzard,Buteo rufinus,8655,Buteo rufinus,lolbuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22736562,1,false,false,true,false,1166.2,Grassland,3,3,Carnivore,Vertivore,Generalist,8574436.83,This species is prone to misidentification and its maps might be affected by error.,
119,Augur Buzzard,Buteo augur,,153,avibase-EBDC03AA,ebird_single,Augur Buzzard,Buteo augur,8639,Buteo augur,augbuz2,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22732019,1,false,false,false,false,1099.2,Woodland,2,1,Carnivore,Vertivore,Insessorial,3919632.94,,
120,Grasshopper Buzzard,Butastur rufipennis,,2100,avibase-45A1D850,ebird_single,Grasshopper Buzzard,Butastur rufipennis,8494,Butastur rufipennis,grabuz1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22695714,1,false,true,false,false,334.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,3625177.22,,
121,Long-crested Eagle,Lophaetus occipitalis,,138,avibase-14B9664A,ebird_single,Long-crested Eagle,Lophaetus occipitalis,8162,Lophaetus occipitalis,loceag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,LC,https://datazone.birdlife.org/species/factsheet/22696134,1,false,false,false,false,1067,Forest,2,1,Carnivore,Vertivore,Insessorial,14031980.87,,
122,Crowned Eagle,Stephanoaetus coronatus,,143,avibase-1E3B3515,ebird_single,Crowned Eagle,Stephanoaetus coronatus,8125,Stephanoaetus coronatus,crheag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,NT,https://datazone.birdlife.org/species/factsheet/22696201,1,false,false,false,false,3640,Forest,1,1,Carnivore,Vertivore,Generalist,6608300.52,,
123,Martial Eagle,Polemaetus bellicosus,,142,avibase-FDA2E4A3,ebird_single,Martial Eagle,Polemaetus bellicosus,8160,Polemaetus bellicosus,mareag1,"Kites, Old World Vultures, Eagles, and Hawks",Accipitriformes,EN,https://datazone.birdlife.org/species/factsheet/22696116,1,false,false,false,false,3964.5,Grassland,3,1,Carnivore,Vertivore,Aerial,14888019.22,,
