SEQ,common_name,scientific_name,merged_SEQ,ADU,avibaseID,flag,comment
505,Pallid Honeyguide,Indicator meliphilus,,906,avibase-5B74A911,Records in the old atlas of Pallid and Kilimanjaro Honeyguide are lumped. This species is prone to misidentification and its maps might be affected by error.,
506,Kilimanjaro Honeyguide,Indicator narokensis,505,#N/A,#N/A,,Folded into SEQ 505 Pallid Honeyguide. Taxonomic: AviList v2025b treats Indicator narokensis as conspecific with I. meliphilus; no eBird taxon exists for it. 3 squares (1970-1984).
507,Cassin's Honeybird,Prodotiscus insignis,,1364,avibase-7884F0D6,This species is prone to misidentification and its maps might be affected by error.,
508,Eastern Honeybird,Prodotiscus zambesiae,,444,avibase-B20CDCE3,,
509,Wahlberg's Honeybird,Prodotiscus regulus,,443,avibase-8DB3F1A2,,
510,Red-throated Wryneck,Jynx ruficollis,,453,avibase-93EC5E12,,
511,Eurasian Wryneck,Jynx torquilla,,1402,avibase-B2E6AB9F,,
512,Nubian Woodpecker,Campethera nubica,,1372,avibase-70170649,,
513,Golden-tailed Woodpecker,Campethera abingoni,,0,0,,
514,Little Spotted Woodpecker,Campethera cailliautii,,449,avibase-BD7C4F70,,
515,Fine-banded Woodpecker,Campethera tullbergi,,1376,avibase-D0A5FADB,,
516,Buff-spotted Woodpecker,Campethera nivosa,,1188,avibase-02E56D98,,
517,Brown-eared Woodpecker,Campethera caroli,,1368,avibase-01C9752D,,
518,Uganda Spotted Woodpecker,Denropicos poecilolaemus,,1394,avibase-739A97EE,,
519,Cardinal Woodpecker,Denropicos fuscescens,,450,avibase-0A241B83,,
520,Bearded Woodpecker,Thripias namaquus,,451,avibase-77D82F60,,
521,Yellow-crested Woodpecker,Mesopicos xantholophus,,1400,avibase-2700C97D,,
522,Grey Woodpecker,Mesopicos goertae,,1392,avibase-E5DF48FC,,
523,Brown-backed Woodpecker,Picoides obsoletus,,1410,avibase-9FF4EDB5,,
524,African Broadbill,Smithornis capensis,,454,avibase-9EE216F9,,
525,African Pitta,Pitta angolensis,,455,avibase-373286B2,,
526,Fawn-coloured Lark,Mirafra africanoides,,459,avibase-A990EB0B,,
527,Singing Bush Lark,Mirafra cantillans,,3534,avibase-6B089785,This species is prone to misidentification and its maps might be affected by error.,
528,Northern White-tailed Bush Lark,Mirafra albicauda,,3528,avibase-8E612CF6,,
529,Flappet Lark,Mirafra rufocinnamomea,,468,avibase-C49FA9A8,,
530,Collared Lark,Mirafra collaris,,3536,avibase-D0EAD8A3,This map might contains errors,
531,Rufous-naped Lark,Mirafra africana,,458,avibase-6A0D6123,,
532,Red-winged Bush Lark,Mirafra hypermetra,,3546,avibase-BAA83B0C,,
533,Pink-breasted Lark,Mirafra poecilosterna,,3520,avibase-99F447AD,,
534,Gillett's Lark,Mirafra gilletti,,3542,avibase-A3E077E6,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
535,Williams' Bush Lark,Mirafra williamsi,,3558,avibase-4E61514C,,
536,Friedmann's Bush Lark,Mirafra pulpa,,3552,avibase-F22CCF78,,
537,Spike-heeled Lark,Chersomanes albofasciata,0,#N/A,#N/A,,"Turner, D.A. On the claimed occurrence of the Spike-heeled Lark Chersomanes albofasciata in Kenya. Scopus 9: 142, December 1985"
538,Masked Lark,Calandrella personata,,3568,avibase-419AEB97,,
539,Short-toed Lark,Calandrella brachydactyla,,3486,avibase-4091A51E,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
540,Red-capped Lark,Calandrella cinerea,,488,avibase-FCDA4F09,,
541,Rufous Short-toed Lark,Calandrella somalica,,3484,avibase-61CECCA7,,
542,Short-tailed Lark,Galerida fremantlii,,3562,avibase-1AF3034A,,
543,Crested Lark,Galerida cristata,,3506,avibase-21ADC3ED,This map might contains errors,
544,Short-crested Lark,Galerida malabarica,,3510,avibase-5351025C,,
545,Fischer's Sparrow-Lark,Eremopteryx leucopareia,,3500,avibase-97D7865F,,
546,Chestnut-headed Sparrow-Lark,Eremopteryx signata,,3504,avibase-2F66131B,This species is prone to misidentification and its maps might be affected by error.,
547,Chestnut-backed Sparrow-Lark,Eremopteryx leucotis,,484,avibase-9164F314,,
548,Banded Martin,Riparia cincta,,510,avibase-1AED683B,,
549,African Sand Martin,Riparia paludicola,,509,avibase-D2854489,,
550,Sand Martin,Riparia riparia,,508,avibase-94A1C447,,
551,Blue Swallow,Hirundo atrocaerulea,,497,avibase-CB7FB32A,,
552,Wire-tailed Swallow,Hirundo smithii,,496,avibase-B79D6B3D,,
553,Eurasian Swallow,Hirundo rustica,,493,avibase-58C502EA,,
554,Ethiopian Swallow,Hirundo aethiopica,,2886,avibase-42E93B64,This map might contains errors,
555,Angola Swallow,Hirundo angolensis,,494,avibase-B418B155,,
556,Red-rumped Swallow,Hirundo daurica,,962,avibase-F72A871F,,
557,Mosque Swallow,Hirundo senegalensis,,500,avibase-9185D29D,,
558,Rufous-chested Swallow,Hirundo semirufa,,501,avibase-958F4A5E,,
559,Striped Swallow,Hirundo abyssinica,,503,avibase-5ACC908D,,
560,African Rock Martin,Hirundo fuligula,,506,avibase-47DA0258,,
561,Grey-rumped Swallow,Hirundo griseopyga,,499,avibase-97E7A30B,,
562,Mascarene Martin,Phedina borbonica,,908,avibase-6C7BEEC6,,
563,House Martin,Delichon urbica,,507,avibase-30FEC6BE,,
564,Black Rough-wing,Psalidoprocne prisoptera,,511,avibase-4AC57370,,
565,White-headed Rough-wing,Psalidoprocne albiceps,,964,avibase-88AAE3D3,,
566,Drongo,Dicrurus adsimilis,,0,0,,
567,Square-tailed Drongo,Dicrurus ludwigii,,0,0,,
568,Black-headed Oriole,Oriolus larvatus,,521,avibase-BE62734A,,
569,Western Black-headed Oriole,Oriolus brachyrhynchus,,2460,avibase-418C7CCB,,
570,Montane Oriole,Oriolus percivali,,2466,avibase-95A2F6E7,This species is prone to misidentification and its maps might be affected by error.,
571,Green-headed Oriole,Oriolus chlorocephalus,,909,avibase-4321596C,,
572,African Golden Oriole,Oriolus auratus,,520,avibase-D4866EAE,,
573,Eurasian Golden Oriole,Oriolus oriolus,,519,avibase-92A772BB,,
574,Piapiac,Ptilostomus afer,,2484,avibase-4C35510F,,
575,Indian House Crow,Corvus splendens,,989,avibase-39868903,,
576,Brown-necked Raven,Corvus ruficolis,,2362,avibase-9DBAAB1D,,
577,Pied Crow,Corvus albus,,522,avibase-34D538E1,,
578,White-naped Raven,Corvus albicollis,,524,avibase-EA326EA2,,
579,Fan-tailed Raven,Corvus rhipidurus,,2368,avibase-32C216E2,,
580,Cape Rook,Corvus capensis,,523,avibase-562E17AB,,
581,Grey Tit,Parus afer,,2876,avibase-610FFD8E,,
582,Black Tit,Parus leucomelas,,2856,avibase-5C70AA7D,,
583,White-bellied Tit,Parus albiventris,,2860,avibase-C8880D28,,
584,Red-throated Tit,Parus fringillinus,,2868,avibase-92FDBAF0,,
585,Dusky Tit,Parus funereus,,2870,avibase-5C54F8C9,,
586,African Penduline Tit,Remiz caroli,,530,avibase-F44BD4BE,,
587,Mouse-coloured Penduline Tit,Remiz musculus,,2850,avibase-6F967270,,
588,Spotted Creeper,Salpornis spilonotus,,532,avibase-A51A5F84,,
589,Brown Illadopsis,Trichastoma fulvescens,,1181,avibase-3805ACAD,,
590,Pale-breasted Illadopsis,Trichastoma rufipennis,,3296,avibase-64078193,,
591,Mountain Illadopsis,Trichastoma pyrrhopterum,,3292,avibase-596BDE51,,
592,Scaly-breasted Illadopsis,Trichastoma albipectus,,1193,avibase-2D157C82,,
593,Grey-chested Illadopsis,Kakamega poliothorax,,1133,avibase-FC1BE879,,
594,African Hill Babbler,Alcippe abyssinica,,467,avibase-7C3026CC,,
595,Rufous Chatterer,Turdoides rubiginosus,,3456,avibase-861DA135,There is likely an error of identification or taxnomy with the old atlas data,
596,Scaly Chatterer,Turdoides aylmeri,,3440,avibase-987C8F6E,,
597,Black-lored Babbler,Turdoides melanops,,3458,avibase-7350FE4C,,
598,Northern Pied Babbler,Turdoides hypoleucus,,3446,avibase-B0F2FB67,,
599,Scaly Babbler,Turdoides squamulatus,,3462,avibase-0E9C6F45,,
600,Hinde's Pied Babbler,Turdoides hindei,,3444,avibase-224B2B08,,
601,Arrow-marked Babbler,Turdoides jardineii,,533,avibase-E6576A8D,,
602,Brown Babbler,Turdoides plebejus,,3452,avibase-6EBDD2D5,,
603,Red-shouldered Cuckoo Shrike,Campephaga phoenicea,,2342,avibase-439F76D1,,
604,Black Cuckoo Shrike,Campephaga flava,,513,avibase-F9031A09,,
605,Petit's Cuckoo Shrike,Campephaga petiti,,2340,avibase-95A02709,,
606,Purple-throated Cuckoo Shrike,Campephaga quisqualina,,2344,avibase-37D0D696,,
607,Grey Cuckoo Shrike,Coracina caesia,,516,avibase-C7B05F46,,
608,White-breasted Cuckoo Shrike,Coracina pectoralis,,515,avibase-6E682612,,
609,Common Bulbul,Pycnonotus barbatus,,3036,avibase-6ABDB635,,
610,Little Greenbul,Andropadus virens,,565,avibase-3413C42C,,
611,Little Grey Greenbul,Andropadus gracilis,,2950,avibase-486103D7,,
612,Ansorge's Greenbul,Andropadus ansorgei,,2944,avibase-0EA5F2E1,,
613,Slender-billed Greenbul,Andropadus gracilirostris,,2948,avibase-5D82C13B,,
614,Cameroon Sombre Greenbul,Andropadus curvirostris,,2946,avibase-0B325B7F,,
615,Mountain Greenbul,Andropadus tephrolaemus,,2942,avibase-54A902B5,,
616,Stripe-cheeked Greenbul,Andropadus milanjensis,,549,avibase-4996833A,,
617,Shelley's Greenbul,Andropadus masukuensis,,555,avibase-6FC57210,,
618,Yellow-whiskered Greenbul,Andropadus latirostris,,1111,728B225E752DB2FD,,
619,Zanzibar Sombre Greenbul,Andropadus importunus,,551,avibase-79A45DAF,,
620,Yellow-throated Leaflove,Chlorocichla flavicollis,,1194,C73137EA19CC2ADC,,
621,Yellow-bellied Greenbul,Chlorocichla flaviventris,,550,avibase-D083BB3F,,
622,Joyful Greenbul,Chlorocichla laetissima,,2972,avibase-4602AC01,,
623,Bristlebill,Bleda syndactyla,,1191,avibase-5A94FEAE,,
624,Honeyguide Greenbul,Baeopogon indicator,,1113,avibase-E6A0D208,,
625,Fischer's Greenbul,Phyllastrephus fischeri,,2998,avibase-2DA2C52F,,
626,Olive Mountain Greenbul,Phyllastrephus placidus,,1086,avibase-24F71192,,
627,Brownbul,Phyllastrephus terrestris,,546,avibase-07FD1D4C,,
628,Northern Brownbul,Phyllastrephus strepitans,,3024,avibase-29820AD9,,
629,Grey-olive Greenbul,Phyllastrephus cerviniventris,,965,avibase-7CE29E0E,,
630,Yellow-streaked Greenbul,Phyllastrephus flavostriatus,,547,651384DFF48E4F6B,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
631,Toro Olive Greenbul,Phyllastrephus baumanni,,3012,avibase-2E3D5AAF,,
632,Tiny Greenbul,Phyllastrephus debilis,,548,avibase-FA137697,,
633,Nicator,Nicator chloris,,725,avibase-7066D2F1,,
634,Stonechat,Saxicola torquata,,576,avibase-CF2E9674,,
635,Whinchat,Saxicola rubetra,,577,avibase-A0EDAEA2,,
636,Capped Wheatear,Oenanthe pileata,,568,avibase-E6BD3258,,
637,Red-breasted Wheatear,Oenanthe bottae,,2664,avibase-6ADB636C,,
638,Isabelline Wheatear,Oenanthe isabellina,,1010,avibase-E6C6F746,,
639,Northern Wheatear,Oenanthe oenanthe,,563,avibase-DF526047,,
640,Pied Wheatear,Oenanthe pleschanka,,1023,avibase-2FB34D83,,
641,Black-eared Wheatear,Oenanthe hispanica,,2674,avibase-DF26171F,,
642,Desert Wheatear,Oenanthe deserti,,2670,avibase-078BC0ED,,
643,Mourning Wheatear,Oenanthe lugens,,2682,avibase-5396F9FB,,
644,Sprosser,Luscinia luscinia,,592,avibase-6EC66752,,
645,Nightingale,Luscinia megarhynchos,,2596,avibase-7C7F0DEE,,
646,Irania,Irania gutturalis,,2592,avibase-73BD4B29,,
647,Redstart,Phoenicurus phoenicurus,,1004,avibase-06DD9D95,,
648,Red-tailed Chat,Cercomela familiaris,,570,avibase-CD8DEBE3,,
649,Brown-tailed Rock Chat,Cercomela scotocerca,,2550,avibase-DA3F40DB,,
650,Alpine Chat,Cercomela sordida,,2552,avibase-8EB0AB41,,
651,Rock Thrush,Monticola saxatilis,,2618,avibase-736D38E7,,
652,Little Rock Thrush,Monticola rufocinerea,,2616,avibase-566669CC,,
653,Anteater Chat,Myrmecocichla aethiops,,2650,avibase-E09F7223,,
654,Sooty Chat,Myrmecocichla nigra,,966,avibase-B55BADC1,,
655,Cliff Chat,Thamnolaea cinnamomeiventris,,573,avibase-F8B6EC31,,
656,White-browed Scrub Robin,Cercotrichas leucophrys,,588,avibase-B5B6EC7B,,
657,Brown-backed Scrub Robin,Cercotrichas hartlaubi,,2556,avibase-15B2DD49,This species is prone to misidentification and its maps might be affected by error.,
658,Rufous Bush Chat,Cercotrichas galactotes,,567,avibase-B68BD0D2,,
659,Eastern Bearded Scrub Robin,Cercotrichas quadrivirgata,,585,avibase-92908926,,
660,Morning Thrush,Cichladusa arquata,,593,avibase-A0A3B03D,This map might contains errors,
661,Spotted Morning Thrush,Cichladusa guttata,,2560,avibase-345658E9,This map might contains errors,
662,White-starred Forest Robin,Pogonocichla stellata,,589,avibase-230A0342,,
663,Brown-chested Alethe,Alethe poliocephala,,1109,avibase-8B7A6FE9,,
664,Forest Robin,Stiphrornis erythrothorax,0,#N/A,#N/A,,Rejected
665,Snowy-headed Robin Chat,Cossypha niveicapilla,,2574,avibase-BB05D1FC,,
666,White-browed Robin Chat,Cossypha heuglini,,580,avibase-16BD42DD,,
667,Rüppell's Robin Chat,Cossypha semirufa,,2576,avibase-53EABB81,This species is prone to misidentification and its maps might be affected by error.,
668,Blue-shouldered Robin Chat,Cossypha cyanocampter,,2570,avibase-9616C96E,,
669,Red-capped Robin Chat,Cossypha natalensis,,579,avibase-3846F8A8,,
670,Robin Chat,Cossypha caffra,,581,avibase-A38BABE1,,
671,Grey-winged Ground Robin,Cossypha polioptera,,1085,avibase-25C26AB9,,
672,Equatorial Akalat,Sheppardia aequatorialis,,2710,avibase-C25F57BD,,
673,East Coast Akalat,Sheppardia gunningi,,591,avibase-3E4783BA,,
674,Red-tailed Ant Thrush,Neocossyphus rufus,,2662,avibase-90FDC4CC,,
675,White-tailed Ant Thrush,Neocossyphus poensis,,2660,avibase-0BD37CDF,,
676,African Thrush,Turdus pelios,,1168,avibase-40A2405D,,
677,Bare-eyed Thrush,Turdus tephronotus,,2750,avibase-A0DC8E87,,
678,Northern Olive Thrush,Turdus abyssinicus,,0,0,,
679,Orange Ground Thrush,Zoothera gurneyi,,556,avibase-45C55FDE,,
680,Abyssinian Ground Thrush,Zoothera piaggiae,,2768,avibase-C54DCA26,,
681,Spotted Ground Thrush,Turdus fischeri,,558,avibase-60A39CF9,,
682,Little Rush Warbler,Bradypterus baboecala,,0,0,,
683,White-winged Warbler,Bradypterus carpalis,,1064,avibase-8CA1A851,,
684,Cinnamon Bracken Warbler,Bradypterus cinnamomeus,,1107,avibase-523913AE,,
685,Evergreen Forest Warbler,Bradypterus lopezi,,1106,avibase-8160D091,,
686,Fan-tailed Warbler,Schoenicola platyura,,616,avibase-2470FC01,,
687,Grasshopper Warbler,Locustella naevia,,3306,avibase-BC0E4C9F,,
688,River Warbler,Locustella fluviatilis,,598,avibase-2B020CA0,,
689,Savi's Warbler,Locustella luscinioides,,3304,avibase-2D46BB98,,
690,Sedge Warbler,Acrocephalus schoenobaenus,,608,avibase-FED5AED5,,
691,African Reed Warbler,Acrocephalus baeticatus,692,606,avibase-34E27C2A,This species is prone to misidentification and its maps might be affected by error.,Folded into SEQ 692 Reed Warbler. Taxonomic: AviList v2025b treats Acrocephalus baeticatus as conspecific with A. scirpaceus (Common Reed Warbler). 14 squares (1970-1984).
692,Reed Warbler,Acrocephalus scirpaceus,,911,avibase-3F0EE474,This species is prone to misidentification and its maps might be affected by error.,
693,Marsh Warbler,Acrocephalus palustris,,607,avibase-B675E006,This species is prone to misidentification and its maps might be affected by error.,
694,Great Reed Warbler,Acrocephalus arundinaceus,,603,avibase-B283E332,,
695,Basra Reed Warbler,Acrocephalus griseldis,,949,avibase-0D42A253,This species is prone to misidentification and its maps might be affected by error.,
696,Lesser Swamp Warbler,Acrocephalus gracilirostris,,604,avibase-4AA7817D,,
697,Greater Swamp Warbler,Acrocephalus rufescens,,912,avibase-C8857CC8,,
698,Olivaceous Warbler,Hippolais pallida,,3278,avibase-BAE527A2,,
699,Upcher's Warbler,Hippolais languida,,3276,avibase-B10AD127,This species is prone to misidentification and its maps might be affected by error.,
700,Olive-tree Warbler,Hippolais olivetorum,,597,avibase-791DED18,This species is prone to misidentification and its maps might be affected by error.,
701,Icterine Warbler,Hippolais icterina,,596,avibase-869C978C,This species is prone to misidentification and its maps might be affected by error.,
702,Yellow Warbler,Chloropeta natalensis,,666,avibase-EBBD09CA,,
703,Mountain Yellow Warbler,Chloropeta similis,,471,avibase-E999FD2D,,
704,Papyrus Yellow Warbler,Chloropeta gracilirostris,,1067,avibase-25F4FE96,,
705,Barred Warbler,Sylvia nisoria,,605,avibase-1EA60B94,,
706,Whitethroat,Sylvia communis,,594,avibase-14AFBA82,,
707,Garden Warbler,Sylvia borin,,595,avibase-A6A4FC63,,
708,Blackcap,Sylvia atricapilla,,969,avibase-61F9065B,,
709,Moustached Warbler,Sphenoeacus mentalis,,617,avibase-1478AA79,,
710,Yellow-throated Woodland Warbler,Phylloscopus ruficapilla,,671,F6B77E644D2F03F2,,
711,Uganda Woodland Warbler,Phylloscopus budongoensis,,3370,avibase-132E0773,,
712,Brown Woodland Warbler,Phylloscopus umbrovirens,,3382,avibase-E22B8495,,
713,Wood Warbler,Phylloscopus sibilatrix,,947,avibase-572C4C7F,This species is prone to misidentification and its maps might be affected by error.,
714,Chiffchaff,Phylloscopus collybita,,1054,avibase-F9F4B04D,This species is prone to misidentification and its maps might be affected by error.,
715,Willow Warbler,Phylloscopus trochilus,,599,avibase-88F4B969,,
716,Pectoral-patch Cisticola,Cisticola brunnescens,,3114,avibase-006667E7,,
717,Wing-snapping Cisticola,Cisticola ayresii,,634,avibase-78573BB2,,
718,Black-backed Cisticola,Cisticola eximia,,3130,avibase-53E61277,,
719,Zitting Cisticola,Cisticola juncidis,,629,AEE2063F66AE0C70,,
720,Desert Cisticola,Cisticola aridulus,,630,avibase-A2C88219,,
721,Croaking Cisticola,Cisticola natalensis,,647,avibase-FB740D14,,
722,Stout Cisticola,Cisticola robustus,,3152,avibase-D3B1A98B,,
723,Aberdare Cisticola,Cisticola aberdare,,3108,avibase-3C79F1AC,,
724,Wailing Cisticola,Cisticola lais,,639,avibase-9AEEFA09,,
725,Ashy Cisticola,Cisticola cinereola,,3124,avibase-71F6A3F0,,
726,Tana River Cisticola,Cisticola restricta,,3150,avibase-2E0E6C82,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
727,Rattling Cisticola,Cisticola chiniana,,642,avibase-909FEE8A,,
728,Boran Cisticola,Cisticola bodessa,,3112,avibase-F8469E3F,,
729,Tiny Cisticola,Cisticola nana,,3146,avibase-BF29E8B6,This map might contains errors,
730,Siffling Cisticola,Cisticola brachyptera,,636,avibase-FBDCA962,,
731,Foxy Cisticola,Cisticola troglodytes,,3164,avibase-844A290B,,
732,Tabora Cisticola,Cisticola fulvicapilla,,3102,avibase-9CE4FC4C,,
733,Rock-loving Cisticola,Cisticola aberrans,,3098,avibase-2C8B24B6,,
734,Whistling Cisticola,Cisticola lateralis,,3136,avibase-5A184029,,
735,Trilling Cisticola,Cisticola woosnami,,3166,avibase-5BD1E605,,
736,Red-faced Cisticola,Cisticola erythrops,,644,avibase-47053A35,,
737,Singing Cisticola,Cisticola cantans,,643,avibase-6B64558B,,
738,Hunter's Cisticola,Cisticola hunteri,,632,avibase-373DCDF4,,
739,Chubb's Cisticola,Cisticola chubbi,,3122,avibase-4849AA43,,
740,Winding Cisticola,Cisticola galactotes,,0,0,,
741,Carruthers' Cisticola,Cisticola carruthersi,,3118,avibase-2C6D5362,,
742,Tinkling Cisticola,Cisticola tinniens,,646,avibase-F936B680,,
743,Tawny-flanked Prinia,Prinia subflava,,649,avibase-63F72CA7,,
744,Pale Prinia,Prinia somalica,,3188,avibase-319F6754,This map might contains errors,
745,White-chinned Prinia,Prinia leucopogon,,3180,avibase-95B6C7C5,,
746,Banded Prinia,Prinia bairdii,,1155,avibase-C54D2FEE,,
747,Red-fronted Warbler,Spiloptila rufifrons,,3192,avibase-D8177CEC,,
748,Red-winged Warbler,Heliolais erythroptera,,620,avibase-C67FD539,,
749,Buff-bellied Warbler,Phyllolais pulchella,,3176,avibase-DFC5A27D,,
750,Yellow-breasted Apalis,Apalis flavida,,625,avibase-E70F9747,,
751,Black-throated Apalis,Apalis jacksoni,,3074,avibase-1ABAB622,,
752,White-winged Apalis,Apalis chariessa,,3068,avibase-184BA213,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
753,Bar-throated Apalis,Apalis thoracica,,0,0,This map might contains errors,
754,Grey Apalis,Apalis cinerea,,3070,avibase-7A8A8FCF,,
755,Buff-throated Apalis,Apalis rufogularis,,1099,avibase-75E0430B,,
756,Chestnut-throated Apalis,Apalis porphyrolaema,,3082,avibase-E8F03B18,,
757,Black-headed Apalis,Apalis melanocephala,,623,avibase-4FE76868,This map might contains errors,
758,Black-collared Apalis,Apalis pulchra,,3084,avibase-91FD087B,,
759,Black-faced Rufous Warbler,Bathmocercus cerviniventris,,1114,avibase-438D0DFF,,
760,Grey-backed Camaroptera,Camaroptera brachyura,,627,avibase-DC456636,,
761,Grey Wren Warbler,Camaroptera simplex,,0,0,,
762,Olive-green Camaroptera,Camaroptera chloronota,,1189,avibase-65393B92,,
763,Grey-capped Warbler,Eminia lepida,,3170,avibase-31E5F1E9,,
764,Yellow-bellied Eremomela,Eremomela icteropygialis,,600,avibase-9E034D83,,
765,Yellow-vented Eremomela,Eremomela flavicrissalis,,3268,D46EE5F8DD9FA9B3,,
766,Green-capped Eremomela,Eremomela scotops,,602,avibase-0394BA0B,,
767,Green-backed Eremomela,Eremomela pusilla,,3262,avibase-75932535,,
768,Turner's Eremomela,Eremomela turneri,,3272,avibase-7D340BF9,,
769,White-browed Crombec,Sylvietta leucophrys,,3432,avibase-489FFCA9,,
770,Green Crombec,Sylvietta virens,,3436,avibase-83E5801B,,
771,Red-faced Crombec,Sylvietta whytii,,913,avibase-A9030503,,
772,Northern Crombec,Sylvietta brachyura,,3426,avibase-7542C6F1,,
773,Somali Long-billed Crombec,Sylvietta isabellina,,3430,avibase-6B9529AE,,
774,Brown Parisoma,Parisoma lugens,,3358,avibase-16FEF081,,
775,Banded Parisoma,Parisoma boehmi,,3356,avibase-982C918E,,
776,Kretschmer's Longbill,Macrosphenus kretschmeri,,3314,avibase-D8BFA987,"Species not recorded during both the old and new atlas, but recorded in Kenya.",
777,Green Hylia,Hylia prasina,,3282,avibase-98BA31AA,,
778,Southern Hyliota,Hyliota australis,,668,avibase-F840409E,,
779,Yellow-bellied Hyliota,Hyliota flavigaster,,670,avibase-0F82D614,,
780,Spotted Flycatcher,Muscicapa striata,,654,avibase-EE8206E7,,
781,Gambaga Flycatcher,Muscicapa gambagae,,2634,avibase-7387E828,This species is prone to misidentification and its maps might be affected by error.,
782,Dusky Flycatcher,Muscicapa adusta,,655,avibase-6E95C4A9,,
783,Chapin's Flycatcher,Muscicapa lendu,,2638,avibase-84E4178E,,
784,Swamp Flycatcher,Muscicapa aquatica,,1063,avibase-77F0C62C,,
785,Ashy Flycatcher,Muscicapa caerulescens,,656,avibase-3B3A6911,,
786,Collared Flycatcher,Ficedula albicollis,,0,0,Old atlas consider Semi-collared as subspecies of Collared. This species is prone to misidentification and its maps might be affected by error.,Including Semi-collared (considered subspecies at the time)
787,Lead-coloured Flycatcher,Myioparus plumbeus,,657,avibase-5EA2B90C,,
788,Southern Black Flycatcher,Melaenornis pammelaina,,664,avibase-8A9A7AAA,This species is prone to misidentification and its maps might be affected by error.,
789,Black Flycatcher,Melaenornis edolioides,,2608,avibase-F188F8C8,This species is prone to misidentification and its maps might be affected by error.,
790,White-eyed Slaty Flycatcher,Melaenornis fischeri,,2600,avibase-3809131C,,
791,Silverbird,Empidornis semipartitus,,2578,avibase-AB38EDFD,,
792,Pale Flycatcher,Bradornis pallidus,,662,avibase-FA03A965,,
793,Grey Flycatcher,Bradornis microrhynchus,,2544,avibase-E281D783,,
794,Black and White Flycatcher,Bias musicus,,667,avibase-F1A4B955,,
795,African Shrike-Flycatcher,Megabyas flammulatus,,2456,avibase-18A968DB,,
796,Forest Batis,Batis mixta,,683,avibase-D91540DE,,
797,East Coast Batis,Batis soror,,675,avibase-5A58B69A,,
798,Black-headed Batis,Batis minor,,0,0,,
799,Chin-spot Batis,Batis molitor,,673,avibase-C5C38D98,,
800,Pygmy Batis,Batis perkeo,,2326,avibase-5C9DDB02,,
801,Grey-headed Batis,Batis orientalis,,2324,avibase-A6DFFC15,There is likely an error of identification or taxnomy with the old atlas data,
802,Wattle-eye,Platysteira cyanea,,1148,avibase-E15225F1,This map might contains errors,
803,Black-throated Wattle-eye,Platysteira peltata,,677,avibase-16935B44,,
804,Yellow-bellied Wattle-eye,Platysteira concreta,,1125,avibase-3B66D504,,
805,Jameson's Wattle-eye,Platysteira blissetti,,2404,avibase-7DC78D7A,,
806,Chestnut Wattle-eye,Dyaphorophyia castanea,,2398,avibase-8D562259,,
807,Little Yellow Flycatcher,Erythrocercus holochlorus,,2408,avibase-847AE7B8,,
808,Blue Flycatcher,Erannornis longicauda,,1127,avibase-56209052,,
809,White-tailed Crested Flycatcher,Trochocercus albonotatus,,681,avibase-18ED7458,,
810,Dusky Crested Flycatcher,Trochocercus nigromitratus,,1128,avibase-B01090EF,,
811,Crested Flycatcher,Trochocercus cyanomelas,,680,avibase-15F017B7,,
812,African Paradise Flycatcher,Terpsiphone viridis,,682,avibase-75AAC17B,,
813,Red-bellied Paradise Flycatcher,Terpsiphone rufiventer,,1165,avibase-0EDEEB49,,
814,Richard's Pipit,Anthus novaeseelandiae,,692,avibase-0D7CC717,,
815,Tawny Pipit,Anthus campestris,,3696,avibase-250CDA58,,
816,Red-throated Pipit,Anthus cervinus,,1028,avibase-319D044A,,
817,Tree Pipit,Anthus trivialis,,698,avibase-365F5E97,,
818,Plain-backed Pipit,Anthus leucophrys,,694,avibase-ECC3F122,,
819,Long-billed Pipit,Anthus similis,,10876,avibase-ECFF22D2,,
820,Striped Pipit,Anthus lineiventris,,696,avibase-C69E0E28,,
821,Little Tawny Pipit,Anthus caffer,,699,avibase-4C7B3D81,,
822,Sokoke Pipit,Anthus sokokensis,,3712,avibase-19489268,,
823,Malindi Pipit,Anthus melindae,,3698,avibase-D8A51184,,
824,Golden Pipit,Tmetothylacus tenellus,,702,avibase-B9104F62,,
825,Yellow-throated Longclaw,Macronyx croceus,,704,0D9BFED179B45DB3,,
826,Pangani Longclaw,Macronyx aurantiigula,,3786,avibase-F774B577,,
827,Rosy-breasted Longclaw,Macronyx ameliae,,705,avibase-70129CB1,,
828,Sharpe's Longclaw,Macronyx sharpei,,3688,avibase-FED54E53,,
829,Cape Wagtail,Motacilla capensis,,686,avibase-4F2CC293,,
830,Yellow Wagtail,Motacilla flava,,689,avibase-5983D677,,
831,African Pied Wagtail,Motacilla aguimp,,685,avibase-CE7D41A6,,
832,White Wagtail,Motacilla alba,,3816,avibase-400E032C,,
833,Mountain Wagtail,Motacilla clara,,688,avibase-747B3A52,,
834,Grey Wagtail,Motacilla cinerea,,690,avibase-AE073221,,
835,Brubru,Nilaus afer,,731,avibase-967545BC,,
836,Black-backed Puffback,Dryoscopus cubla,,712,avibase-00855728,This species is prone to misidentification and its maps might be affected by error.,
