Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
15510,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Deconychura pallida,Mournful Long-tailed Woodcreeper,Mournful Long-tailed Woodcreeper,lotwoo5,avibase-3B21E1E3,LC,https://datazone.birdlife.org/species/factsheet/103661265
15515,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla tyrannina,Tyrannine Woodcreeper,Tyrannine Woodcreeper,tyrwoo1,avibase-871963BC,LC,https://datazone.birdlife.org/species/factsheet/22703007
15518,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla merula,White-chinned Woodcreeper,White-chinned Woodcreeper,whcwoo1,avibase-A3525AA5,LC,https://datazone.birdlife.org/species/factsheet/22703023
15526,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla homochroa,Ruddy Woodcreeper,Ruddy Woodcreeper,rudwoo1,avibase-A36EA748,LC,https://datazone.birdlife.org/species/factsheet/22703026
15531,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla anabatina,Tawny-winged Woodcreeper,Tawny-winged Woodcreeper,tawwoo1,avibase-635B57DB,LC,https://datazone.birdlife.org/species/factsheet/22703020
15535,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla fuliginosa,Plain-brown Woodcreeper,Plain-brown Woodcreeper,plbwoo1,avibase-A31278C7,NE,
15547,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocincla turdina,Plain-winged Woodcreeper,Plain-winged Woodcreeper,plwwoo1,avibase-D0715ED8,NE,
15551,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Nasica longirostris,Long-billed Woodcreeper,Long-billed Woodcreeper,lobwoo1,avibase-C74E7545,LC,https://datazone.birdlife.org/species/factsheet/22703049
15553,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,Cinnamon-throated Woodcreeper,citwoo1,avibase-272E0085,LC,https://datazone.birdlife.org/species/factsheet/22703052
15559,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocolaptes sanctithomae,Northern Barred Woodcreeper,Northern Barred-Woodcreeper,nobwoo1,avibase-89B7BA8E,NE,
15564,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocolaptes certhia,Amazonian Barred Woodcreeper,Amazonian Barred-Woodcreeper,amabaw1,avibase-8B206172,LC,https://datazone.birdlife.org/species/factsheet/22703079
15572,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocolaptes picumnus,Black-banded Woodcreeper,Black-banded Woodcreeper,blbwoo1,avibase-3459505D,LC,https://datazone.birdlife.org/species/factsheet/22703089
15583,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocolaptes hoffmannsi,Hoffmanns's Woodcreeper,Hoffmanns's Woodcreeper,hofwoo2,avibase-237E0085,LC,https://datazone.birdlife.org/species/factsheet/22703085
15584,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendrocolaptes platyrostris,Planalto Woodcreeper,Planalto Woodcreeper,plawoo1,avibase-47AA703F,LC,https://datazone.birdlife.org/species/factsheet/22703092
15588,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Hylexetastes stresemanni,Bar-bellied Woodcreeper,Bar-bellied Woodcreeper,babwoo1,avibase-8DA960E6,LC,https://datazone.birdlife.org/species/factsheet/22703055
15592,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Hylexetastes perrotii,Red-billed Woodcreeper,Red-billed Woodcreeper,rebwoo1,avibase-A56461ED,LC,https://datazone.birdlife.org/species/factsheet/22703058
15593,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Hylexetastes uniformis,Uniform Woodcreeper,Uniform Woodcreeper,uniwoo1,avibase-9246C11A,VU,https://datazone.birdlife.org/species/factsheet/244519627
15597,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,Strong-billed Woodcreeper,stbwoo1,avibase-6B0B2885,LC,https://datazone.birdlife.org/species/factsheet/22703063
15621,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphocolaptes falcirostris,Moustached Woodcreeper,Moustached Woodcreeper,mouwoo1,avibase-02EC838A,VU,https://datazone.birdlife.org/species/factsheet/22703071
15624,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphocolaptes albicollis,White-throated Woodcreeper,White-throated Woodcreeper,whtwoo1,avibase-99EBD389,LC,https://datazone.birdlife.org/species/factsheet/22703068
15628,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphocolaptes major,Great Rufous Woodcreeper,Great Rufous Woodcreeper,grrwoo1,avibase-8AC27938,LC,https://datazone.birdlife.org/species/factsheet/22703076
15634,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus obsoletus,Striped Woodcreeper,Striped Woodcreeper,strwoo2,avibase-2B1509D6,LC,https://datazone.birdlife.org/species/factsheet/22703112
15639,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus atlanticus,Ceara Woodcreeper,Ceara Woodcreeper,leswoo4,avibase-5075741D,VU,https://datazone.birdlife.org/species/factsheet/103669815
15640,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus fuscus,Lesser Woodcreeper,Lesser Woodcreeper,leswoo2,avibase-E318C4AB,LC,https://datazone.birdlife.org/species/factsheet/103669772
15644,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,Chestnut-rumped Woodcreeper,chrwoo1,avibase-B7FFA983,LC,https://datazone.birdlife.org/species/factsheet/22703124
15647,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus ocellatus,Ocellated Woodcreeper,Ocellated Woodcreeper,ocewoo1,avibase-BE5C3C11,NE,
15655,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus elegans,Elegant Woodcreeper,Elegant Woodcreeper,elewoo1,avibase-2ADD1582,LC,https://datazone.birdlife.org/species/factsheet/22703121
15661,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus spixii,Spix's Woodcreeper,Spix's Woodcreeper,spiwoo1,avibase-FC3DC0F1,LC,https://datazone.birdlife.org/species/factsheet/22703118
15662,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus susurrans,Cocoa Woodcreeper,Cocoa Woodcreeper,cocwoo1,avibase-FF942BA2,LC,https://datazone.birdlife.org/species/factsheet/22729055
15671,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus guttatus,Buff-throated Woodcreeper,Buff-throated Woodcreeper,butwoo1,avibase-34528F8F,NE,
15680,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,Ivory-billed Woodcreeper,ivbwoo1,avibase-34734838,LC,https://datazone.birdlife.org/species/factsheet/22703136
15689,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus lachrymosus,Black-striped Woodcreeper,Black-striped Woodcreeper,blswoo1,avibase-B5C72DF0,LC,https://datazone.birdlife.org/species/factsheet/22703140
15693,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus erythropygius,Spotted Woodcreeper,Spotted Woodcreeper,spowoo1,avibase-9FBAF868,NE,
15699,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xiphorhynchus triangularis,Olive-backed Woodcreeper,Olive-backed Woodcreeper,olbwoo1,avibase-79447EBB,LC,https://datazone.birdlife.org/species/factsheet/22703146
15705,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendroplex kienerii,Zimmer's Woodcreeper,Zimmer's Woodcreeper,zimwoo2,avibase-12F9A070,LC,https://datazone.birdlife.org/species/factsheet/22703103
15706,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Dendroplex picus,Straight-billed Woodcreeper,Straight-billed Woodcreeper,stbwoo2,avibase-9C163605,LC,https://datazone.birdlife.org/species/factsheet/22703095
15721,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus trochilirostris,Red-billed Scythebill,Red-billed Scythebill,rebscy1,avibase-D5961A8E,LC,https://datazone.birdlife.org/species/factsheet/22703185
15734,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus falcularius,Black-billed Scythebill,Black-billed Scythebill,blbscy1,avibase-3BDB5DE7,LC,https://datazone.birdlife.org/species/factsheet/22703188
15735,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus procurvoides,Curve-billed Scythebill,Curve-billed Scythebill,cubscy1,avibase-CD437B3E,LC,https://datazone.birdlife.org/species/factsheet/103670311
15739,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus probatus,Tapajos Scythebill,Tapajos Scythebill,tapscy2,avibase-3055F349,LC,https://datazone.birdlife.org/species/factsheet/103670340
15742,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus multostriatus,Xingu Scythebill,Xingu Scythebill,cubscy5,avibase-A3156CA9,NT,https://datazone.birdlife.org/species/factsheet/103670382
15743,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Campylorhamphus pusillus,Brown-billed Scythebill,Brown-billed Scythebill,brbscy1,avibase-D285B68F,LC,https://datazone.birdlife.org/species/factsheet/22703191
15750,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Drymornis bridgesii,Scimitar-billed Woodcreeper,Scimitar-billed Woodcreeper,scbwoo4,avibase-12FF1A15,LC,https://datazone.birdlife.org/species/factsheet/22703046
15752,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Drymotoxeres pucheranii,Greater Scythebill,Greater Scythebill,grescy1,avibase-AC386DCD,LC,https://datazone.birdlife.org/species/factsheet/22703177
15754,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,Streak-headed Woodcreeper,sthwoo1,avibase-65EA1A08,LC,https://datazone.birdlife.org/species/factsheet/22703152
15762,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,Narrow-billed Woodcreeper,nabwoo1,avibase-1AC2BAC2,LC,https://datazone.birdlife.org/species/factsheet/22703155
15771,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes leucogaster,White-striped Woodcreeper,White-striped Woodcreeper,whswoo1,avibase-21A260F2,LC,https://datazone.birdlife.org/species/factsheet/22703149
15774,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes affinis,Spot-crowned Woodcreeper,Spot-crowned Woodcreeper,spcwoo1,avibase-633AC48E,NE,
15778,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes lacrymiger,Montane Woodcreeper,Montane Woodcreeper,monwoo1,avibase-D6EF464B,LC,https://datazone.birdlife.org/species/factsheet/22733132
15788,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes squamatus,Scaled Woodcreeper,Scaled Woodcreeper,scawoo1,avibase-AEFE6D42,LC,https://datazone.birdlife.org/species/factsheet/22733742
15791,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes falcinellus,Scalloped Woodcreeper,Scalloped Woodcreeper,scawoo2,avibase-A9EF14E1,LC,https://datazone.birdlife.org/species/factsheet/22733748
15792,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes duidae,Duida Woodcreeper,Duida Woodcreeper,linwoo4,avibase-E41639E7,LC,https://datazone.birdlife.org/species/factsheet/103670608
15793,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes albolineatus,Guianan Woodcreeper,Guianan Woodcreeper,linwoo3,avibase-8210E3A3,LC,https://datazone.birdlife.org/species/factsheet/103670471
15794,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes fatimalimae,Inambari Woodcreeper,Inambari Woodcreeper,inawoo1,avibase-6D230722,LC,https://datazone.birdlife.org/species/factsheet/103670702
15795,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,Dusky-capped Woodcreeper,ducwoo1,avibase-43AC1D66,LC,https://datazone.birdlife.org/species/factsheet/103670637
15799,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xenops tenuirostris,Slender-billed Xenops,Slender-billed Xenops,slbxen1,avibase-CF53912C,LC,https://datazone.birdlife.org/species/factsheet/22702992
15803,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xenops mexicanus,Northern Plain Xenops,Northern Plain-Xenops,plaxen2,avibase-31CEF156,NE,
15809,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xenops genibarbis,Amazonian Plain Xenops,Amazonian Plain-Xenops,plaxen3,avibase-DEB6C2E6,NE,
15815,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xenops minutus,Atlantic Plain Xenops,Atlantic Plain-Xenops,plaxen4,avibase-4271791D,LC,https://datazone.birdlife.org/species/factsheet/103670750
15816,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Xenops rutilans,Streaked Xenops,Streaked Xenops,strxen1,avibase-D55A3901,LC,https://datazone.birdlife.org/species/factsheet/22702998
15829,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Berlepschia rikeri,Point-tailed Palmcreeper,Point-tailed Palmcreeper,potpal1,avibase-EFEDF665,LC,https://datazone.birdlife.org/species/factsheet/22702754
15831,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Microxenops milleri,Rufous-tailed Xenops,Rufous-tailed Xenops,rutxen1,avibase-4405C73D,LC,https://datazone.birdlife.org/species/factsheet/22702984
15833,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Pygarrhichas albogularis,White-throated Treerunner,White-throated Treerunner,whttre2,avibase-E2B6B39E,LC,https://datazone.birdlife.org/species/factsheet/22703004
15835,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Ochetorhynchus andaecola,Rock Earthcreeper,Rock Earthcreeper,rocear1,avibase-452A3DF7,LC,https://datazone.birdlife.org/species/factsheet/22702046
15836,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,Straight-billed Earthcreeper,stbear2,avibase-4E40F359,LC,https://datazone.birdlife.org/species/factsheet/22702034
15840,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Ochetorhynchus phoenicurus,Band-tailed Earthcreeper,Band-tailed Earthcreeper,batear1,avibase-814FF12C,LC,https://datazone.birdlife.org/species/factsheet/22702667
15841,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Ochetorhynchus melanurus,Crag Chilia,Crag Chilia,crachi1,avibase-C04BE0E8,LC,https://datazone.birdlife.org/species/factsheet/22702120
15845,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Premnoplex tatei,White-throated Barbtail,White-throated Barbtail,whtbar1,avibase-1A3D8BED,NE,
15848,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Premnoplex brunnescens,Spotted Barbtail,Spotted Barbtail,spobar1,avibase-B023E378,LC,https://datazone.birdlife.org/species/factsheet/22702707
15856,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Margarornis bellulus,Beautiful Treerunner,Beautiful Treerunner,beatre1,avibase-5D9734CE,NT,https://datazone.birdlife.org/species/factsheet/22702726
15857,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Margarornis rubiginosus,Ruddy Treerunner,Ruddy Treerunner,rudtre1,avibase-8FF7B7BB,LC,https://datazone.birdlife.org/species/factsheet/22702719
15860,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Margarornis stellatus,Star-chested Treerunner,Fulvous-dotted Treerunner,fudtre1,avibase-3AED50B1,LC,https://datazone.birdlife.org/species/factsheet/22702722
15861,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Margarornis squamiger,Pearled Treerunner,Pearled Treerunner,peatre1,avibase-CDBA9E0C,LC,https://datazone.birdlife.org/species/factsheet/22702729
15866,species,Passeriformes,Furnariidae,Ovenbirds and Woodcreepers,Cichlocolaptes mazarbarnetti,Cryptic Treehunter,Cryptic Treehunter,crytre1,avibase-EE612071,EX,https://datazone.birdlife.org/species/factsheet/103671170
