Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
9867,species,Piciformes,Lybiidae,African Barbets,Trachyphonus margaritatus,Yellow-breasted Barbet,Yellow-breasted Barbet,yebbar2,avibase-685CA6D9,LC,https://datazone.birdlife.org/species/factsheet/22681885
9870,species,Piciformes,Lybiidae,African Barbets,Trachyphonus darnaudii,D'Arnaud's Barbet,D'Arnaud's Barbet,darbar1,avibase-1953C1D6,NE,
9876,species,Piciformes,Lybiidae,African Barbets,Cryptolybia olivacea,Green Barbet,Green Barbet,grebar2,avibase-4568986F,LC,https://datazone.birdlife.org/species/factsheet/22681732
9883,species,Piciformes,Lybiidae,African Barbets,Buccanodon duchaillui,Yellow-spotted Barbet,Yellow-spotted Barbet,yesbar1,avibase-56790B57,NE,
9887,species,Piciformes,Lybiidae,African Barbets,Stactolaema leucotis,White-eared Barbet,White-eared Barbet,whebar1,avibase-6C81D39B,NE,
9891,species,Piciformes,Lybiidae,African Barbets,Stactolaema whytii,Whyte's Barbet,Whyte's Barbet,whybar1,avibase-5C629518,LC,https://datazone.birdlife.org/species/factsheet/22681728
9898,species,Piciformes,Lybiidae,African Barbets,Stactolaema anchietae,Anchieta's Barbet,Anchieta's Barbet,ancbar1,avibase-35145A7E,LC,https://datazone.birdlife.org/species/factsheet/22681724
9903,species,Piciformes,Lybiidae,African Barbets,Gymnobucco bonapartei,Grey-throated Barbet,Gray-throated Barbet,gytbar1,avibase-95054CA5,NE,
9906,species,Piciformes,Lybiidae,African Barbets,Gymnobucco sladeni,Sladen's Barbet,Sladen's Barbet,slabar1,avibase-57F532BB,LC,https://datazone.birdlife.org/species/factsheet/22681703
9907,species,Piciformes,Lybiidae,African Barbets,Gymnobucco peli,Bristle-nosed Barbet,Bristle-nosed Barbet,brnbar1,avibase-92757910,LC,https://datazone.birdlife.org/species/factsheet/22681699
9908,species,Piciformes,Lybiidae,African Barbets,Gymnobucco calvus,Naked-faced Barbet,Naked-faced Barbet,nafbar1,avibase-F06B282B,NE,
9913,species,Piciformes,Lybiidae,African Barbets,Pogoniulus scolopaceus,Speckled Tinkerbird,Speckled Tinkerbird,spetin1,avibase-EEA161A8,LC,https://datazone.birdlife.org/species/factsheet/22681736
9917,species,Piciformes,Lybiidae,African Barbets,Pogoniulus simplex,Green Tinkerbird,Green Tinkerbird,gretin2,avibase-5238FF10,LC,https://datazone.birdlife.org/species/factsheet/22681754
9918,species,Piciformes,Lybiidae,African Barbets,Pogoniulus leucomystax,Moustached Tinkerbird,Moustached Tinkerbird,moutin1,avibase-7BEB0003,LC,https://datazone.birdlife.org/species/factsheet/22681747
9919,species,Piciformes,Lybiidae,African Barbets,Pogoniulus coryphaea,Western Tinkerbird,Western Tinkerbird,westin1,avibase-2D822644,LC,https://datazone.birdlife.org/species/factsheet/22681740
9923,species,Piciformes,Lybiidae,African Barbets,Pogoniulus atroflavus,Red-rumped Tinkerbird,Red-rumped Tinkerbird,rertin1,avibase-90373466,LC,https://datazone.birdlife.org/species/factsheet/22681761
9924,species,Piciformes,Lybiidae,African Barbets,Pogoniulus subsulphureus,Yellow-throated Tinkerbird,Yellow-throated Tinkerbird,yettin1,avibase-523991EF,LC,https://datazone.birdlife.org/species/factsheet/22681765
9928,species,Piciformes,Lybiidae,African Barbets,Pogoniulus bilineatus,Yellow-rumped Tinkerbird,Yellow-rumped Tinkerbird,yertin1,avibase-7749C92B,LC,https://datazone.birdlife.org/species/factsheet/22731992
9935,species,Piciformes,Lybiidae,African Barbets,Pogoniulus uropygialis,Northern Red-fronted Tinkerbird,Northern Red-fronted Tinkerbird,reftin1,avibase-E01F4BD7,NE,
9938,species,Piciformes,Lybiidae,African Barbets,Pogoniulus pusillus,Southern Red-fronted Tinkerbird,Southern Red-fronted Tinkerbird,reftin4,avibase-073ECE32,NE,
9939,species,Piciformes,Lybiidae,African Barbets,Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,Yellow-fronted Tinkerbird,yeftin1,avibase-2F467821,LC,https://datazone.birdlife.org/species/factsheet/22681774
9944,species,Piciformes,Lybiidae,African Barbets,Tricholaema hirsuta,Hairy-breasted Barbet,Hairy-breasted Barbet,habbar1,avibase-915DABE2,LC,https://datazone.birdlife.org/species/factsheet/22681786
9949,species,Piciformes,Lybiidae,African Barbets,Tricholaema diademata,Red-fronted Barbet,Red-fronted Barbet,refbar2,avibase-3E3AFB25,LC,https://datazone.birdlife.org/species/factsheet/22681790
9952,species,Piciformes,Lybiidae,African Barbets,Tricholaema frontata,Miombo Pied Barbet,Miombo Barbet,miobar1,avibase-73470BDF,LC,https://datazone.birdlife.org/species/factsheet/22681794
9953,species,Piciformes,Lybiidae,African Barbets,Tricholaema leucomelas,Acacia Pied Barbet,Pied Barbet,piebar1,avibase-7AB16C67,LC,https://datazone.birdlife.org/species/factsheet/22681799
9957,species,Piciformes,Lybiidae,African Barbets,Tricholaema lacrymosa,Spot-flanked Barbet,Spot-flanked Barbet,spfbar1,avibase-F1CCA0AA,LC,https://datazone.birdlife.org/species/factsheet/22681804
9960,species,Piciformes,Lybiidae,African Barbets,Tricholaema melanocephala,Black-throated Barbet,Black-throated Barbet,bltbar1,avibase-F03BE6C3,LC,https://datazone.birdlife.org/species/factsheet/22681808
9966,species,Piciformes,Lybiidae,African Barbets,Pogonornis melanopterus,Brown-breasted Barbet,Brown-breasted Barbet,brbbar1,avibase-724266B4,LC,https://datazone.birdlife.org/species/factsheet/22681849
9967,species,Piciformes,Lybiidae,African Barbets,Pogonornis minor,Black-backed Barbet,Black-backed Barbet,blbbar1,avibase-9811585C,NE,
9970,species,Piciformes,Lybiidae,African Barbets,Pogonornis bidentatus,Double-toothed Barbet,Double-toothed Barbet,dotbar1,avibase-439FE608,LC,https://datazone.birdlife.org/species/factsheet/22681861
9973,species,Piciformes,Lybiidae,African Barbets,Pogonornis dubius,Bearded Barbet,Bearded Barbet,beabar1,avibase-B3031527,LC,https://datazone.birdlife.org/species/factsheet/22681865
9974,species,Piciformes,Lybiidae,African Barbets,Pogonornis rolleti,Black-breasted Barbet,Black-breasted Barbet,blbbar4,avibase-7A3818D8,LC,https://datazone.birdlife.org/species/factsheet/22681869
9976,species,Piciformes,Lybiidae,African Barbets,Lybius undatus,Banded Barbet,Banded Barbet,banbar1,avibase-E0ED3A27,LC,https://datazone.birdlife.org/species/factsheet/22681812
9981,species,Piciformes,Lybiidae,African Barbets,Lybius vieilloti,Vieillot's Barbet,Vieillot's Barbet,viebar1,avibase-7DE8EBBA,LC,https://datazone.birdlife.org/species/factsheet/22681816
9985,species,Piciformes,Lybiidae,African Barbets,Lybius leucocephalus,White-headed Barbet,White-headed Barbet,whhbar1,avibase-BCA0F974,NE,
9992,species,Piciformes,Lybiidae,African Barbets,Lybius chaplini,Chaplin's Barbet,Chaplin's Barbet,chabar1,avibase-3F31B1D6,VU,https://datazone.birdlife.org/species/factsheet/22681832
9993,species,Piciformes,Lybiidae,African Barbets,Lybius rubrifacies,Red-faced Barbet,Red-faced Barbet,refbar1,avibase-C477BEB1,NT,https://datazone.birdlife.org/species/factsheet/22681837
9994,species,Piciformes,Lybiidae,African Barbets,Lybius guifsobalito,Black-billed Barbet,Black-billed Barbet,blbbar3,avibase-0D419595,LC,https://datazone.birdlife.org/species/factsheet/22681841
9995,species,Piciformes,Lybiidae,African Barbets,Lybius torquatus,Black-collared Barbet,Black-collared Barbet,blcbar1,avibase-8C50CB2D,LC,https://datazone.birdlife.org/species/factsheet/22681845
10005,species,Piciformes,Capitonidae,New World Barbets,Eubucco richardsoni,Lemon-throated Barbet,Lemon-throated Barbet,letbar1,avibase-993FE0B3,NE,
10010,species,Piciformes,Capitonidae,New World Barbets,Eubucco tucinkae,Scarlet-hooded Barbet,Scarlet-hooded Barbet,schbar1,avibase-A07A0AB3,LC,https://datazone.birdlife.org/species/factsheet/22681942
10011,species,Piciformes,Capitonidae,New World Barbets,Eubucco bourcierii,Red-headed Barbet,Red-headed Barbet,rehbar1,avibase-81825EC2,LC,https://datazone.birdlife.org/species/factsheet/22681939
10018,species,Piciformes,Capitonidae,New World Barbets,Eubucco versicolor,Versicolored Barbet,Versicolored Barbet,verbar1,avibase-7E21BBD8,NE,
10023,species,Piciformes,Capitonidae,New World Barbets,Capito aurovirens,Scarlet-crowned Barbet,Scarlet-crowned Barbet,sccbar1,avibase-0E2B41D8,LC,https://datazone.birdlife.org/species/factsheet/22681905
10024,species,Piciformes,Capitonidae,New World Barbets,Capito dayi,Black-girdled Barbet,Black-girdled Barbet,blgbar1,avibase-26159E52,NT,https://datazone.birdlife.org/species/factsheet/22681917
10025,species,Piciformes,Capitonidae,New World Barbets,Capito maculicoronatus,Spot-crowned Barbet,Spot-crowned Barbet,spcbar1,avibase-CE90F9E3,LC,https://datazone.birdlife.org/species/factsheet/22681908
10028,species,Piciformes,Capitonidae,New World Barbets,Capito squamatus,Orange-fronted Barbet,Orange-fronted Barbet,orfbar1,avibase-5A6490E2,LC,https://datazone.birdlife.org/species/factsheet/22681911
10029,species,Piciformes,Capitonidae,New World Barbets,Capito hypoleucus,White-mantled Barbet,White-mantled Barbet,whmbar1,avibase-9DA6DE60,LC,https://datazone.birdlife.org/species/factsheet/22681914
10033,species,Piciformes,Capitonidae,New World Barbets,Capito wallacei,Scarlet-banded Barbet,Scarlet-banded Barbet,scbbar2,avibase-6C140C83,VU,https://datazone.birdlife.org/species/factsheet/22729471
10034,species,Piciformes,Capitonidae,New World Barbets,Capito fitzpatricki,Sira Barbet,Sira Barbet,sirbar1,avibase-080577D1,NT,https://datazone.birdlife.org/species/factsheet/45359950
10035,species,Piciformes,Capitonidae,New World Barbets,Capito quinticolor,Five-colored Barbet,Five-colored Barbet,ficbar1,avibase-D05AA6D7,NT,https://datazone.birdlife.org/species/factsheet/22681920
10036,species,Piciformes,Capitonidae,New World Barbets,Capito brunneipectus,Brown-chested Barbet,Brown-chested Barbet,brcbar1,avibase-61A82845,LC,https://datazone.birdlife.org/species/factsheet/22681929
10037,species,Piciformes,Capitonidae,New World Barbets,Capito niger,Black-spotted Barbet,Black-spotted Barbet,blsbar1,avibase-59156D53,LC,https://datazone.birdlife.org/species/factsheet/22733719
10038,species,Piciformes,Capitonidae,New World Barbets,Capito auratus,Gilded Barbet,Gilded Barbet,gilbar1,avibase-6F0D3DCD,LC,https://datazone.birdlife.org/species/factsheet/22733724
10049,species,Piciformes,Semnornithidae,Prong-billed Barbet and Toucan Barbet,Semnornis frantzii,Prong-billed Barbet,Prong-billed Barbet,prbbar1,avibase-B27828B0,LC,https://datazone.birdlife.org/species/factsheet/22681953
10050,species,Piciformes,Semnornithidae,Prong-billed Barbet and Toucan Barbet,Semnornis ramphastinus,Toucan Barbet,Toucan Barbet,toubar1,avibase-0283EBE3,NT,https://datazone.birdlife.org/species/factsheet/22681956
10055,species,Piciformes,Ramphastidae,Toucans,Ramphastos toco,Toco Toucan,Toco Toucan,toctou1,avibase-D42641C0,LC,https://datazone.birdlife.org/species/factsheet/22682164
10058,species,Piciformes,Ramphastidae,Toucans,Ramphastos ambiguus,Yellow-throated Toucan,Yellow-throated Toucan,bkmtou1,avibase-7C99DFAB,LC,https://datazone.birdlife.org/species/factsheet/22727999
10062,species,Piciformes,Ramphastidae,Toucans,Ramphastos tucanus,White-throated Toucan,White-throated Toucan,whttou1,avibase-04EDD122,NE,
10066,species,Piciformes,Ramphastidae,Toucans,Ramphastos sulfuratus,Keel-billed Toucan,Keel-billed Toucan,kebtou1,avibase-BB0FBBA4,NT,https://datazone.birdlife.org/species/factsheet/22682102
10069,species,Piciformes,Ramphastidae,Toucans,Ramphastos brevis,Choco Toucan,Choco Toucan,chotou1,avibase-D332D1C1,LC,https://datazone.birdlife.org/species/factsheet/22682105
10070,species,Piciformes,Ramphastidae,Toucans,Ramphastos vitellinus,Channel-billed Toucan,Channel-billed Toucan,chbtou1,avibase-5C18D846,NE,
10075,species,Piciformes,Ramphastidae,Toucans,Ramphastos dicolorus,Red-breasted Toucan,Red-breasted Toucan,rebtou2,avibase-6BACED1E,LC,https://datazone.birdlife.org/species/factsheet/22682129
10077,species,Piciformes,Ramphastidae,Toucans,Pteroglossus bailloni,Saffron Toucanet,Saffron Toucanet,saftou2,avibase-13435110,NT,https://datazone.birdlife.org/species/factsheet/22682044
10078,species,Piciformes,Ramphastidae,Toucans,Pteroglossus viridis,Green Aracari,Green Aracari,greara1,avibase-10FE38DF,LC,https://datazone.birdlife.org/species/factsheet/22681994
10079,species,Piciformes,Ramphastidae,Toucans,Pteroglossus inscriptus,Lettered Aracari,Lettered Aracari,letara1,avibase-1B7DFB64,NE,
10082,species,Piciformes,Ramphastidae,Toucans,Pteroglossus torquatus,Collared Aracari,Collared Aracari,colara2,avibase-542B4FCB,LC,https://datazone.birdlife.org/species/factsheet/22726200
10086,species,Piciformes,Ramphastidae,Toucans,Pteroglossus erythropygius,Pale-mandibled Aracari,Pale-mandibled Aracari,pamara1,avibase-F15523C6,NE,
10089,species,Piciformes,Ramphastidae,Toucans,Pteroglossus frantzii,Fiery-billed Aracari,Fiery-billed Aracari,fibara1,avibase-9230DF7D,LC,https://datazone.birdlife.org/species/factsheet/22682028
10090,species,Piciformes,Ramphastidae,Toucans,Pteroglossus aracari,Black-necked Aracari,Black-necked Aracari,blnara1,avibase-D153FC18,LC,https://datazone.birdlife.org/species/factsheet/22682017
10094,species,Piciformes,Ramphastidae,Toucans,Pteroglossus castanotis,Chestnut-eared Aracari,Chestnut-eared Aracari,cheara1,avibase-76642513,LC,https://datazone.birdlife.org/species/factsheet/22682014
10097,species,Piciformes,Ramphastidae,Toucans,Pteroglossus pluricinctus,Many-banded Aracari,Many-banded Aracari,mabara1,avibase-6D83E2D8,LC,https://datazone.birdlife.org/species/factsheet/22682038
10098,species,Piciformes,Ramphastidae,Toucans,Pteroglossus azara,Ivory-billed Aracari,Ivory-billed Aracari,ivbara1,avibase-E8654FA3,LC,https://datazone.birdlife.org/species/factsheet/22735207
10102,species,Piciformes,Ramphastidae,Toucans,Pteroglossus beauharnaisii,Curl-crested Aracari,Curl-crested Aracari,cucara1,avibase-C98EC8FF,LC,https://datazone.birdlife.org/species/factsheet/22682041
10103,species,Piciformes,Ramphastidae,Toucans,Pteroglossus bitorquatus,Red-necked Aracari,Red-necked Aracari,renara1,avibase-ECBCE9EB,NE,
10108,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus prasinus,Northern Emerald Toucanet,Northern Emerald-Toucanet,noremt1,avibase-20DB2669,NE,
10116,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus albivitta,Southern Emerald Toucanet,Southern Emerald-Toucanet,souemt1,avibase-8E12984D,NE,
10124,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus sulcatus,Groove-billed Toucanet,Groove-billed Toucanet,grbtou1,avibase-CE8B2BCA,NE,
10128,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus derbianus,Chestnut-tipped Toucanet,Chestnut-tipped Toucanet,chttou3,avibase-D47AF774,LC,https://datazone.birdlife.org/species/factsheet/22727086
10129,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus whitelianus,Tepui Toucanet,Tepui Toucanet,chttou2,avibase-7E9EAE09,LC,https://datazone.birdlife.org/species/factsheet/22727094
10133,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus haematopygus,Crimson-rumped Toucanet,Crimson-rumped Toucanet,crrtou1,avibase-23DB8356,LC,https://datazone.birdlife.org/species/factsheet/22681978
10136,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus huallagae,Yellow-browed Toucanet,Yellow-browed Toucanet,yebtou1,avibase-0224509A,NT,https://datazone.birdlife.org/species/factsheet/22681981
10137,species,Piciformes,Ramphastidae,Toucans,Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,Blue-banded Toucanet,blbtou1,avibase-697EA51C,LC,https://datazone.birdlife.org/species/factsheet/22681984
10139,species,Piciformes,Ramphastidae,Toucans,Andigena hypoglauca,Grey-breasted Mountain Toucan,Gray-breasted Mountain-Toucan,gybmot1,avibase-B02554D8,LC,https://datazone.birdlife.org/species/factsheet/22682055
10142,species,Piciformes,Ramphastidae,Toucans,Andigena laminirostris,Plate-billed Mountain Toucan,Plate-billed Mountain-Toucan,pbmtou1,avibase-2EF3405B,NT,https://datazone.birdlife.org/species/factsheet/22682050
10143,species,Piciformes,Ramphastidae,Toucans,Andigena cucullata,Hooded Mountain Toucan,Hooded Mountain-Toucan,homtou1,avibase-D5746888,LC,https://datazone.birdlife.org/species/factsheet/22682061
10144,species,Piciformes,Ramphastidae,Toucans,Andigena nigrirostris,Black-billed Mountain Toucan,Black-billed Mountain-Toucan,bbmtou1,avibase-64516AE0,LC,https://datazone.birdlife.org/species/factsheet/22682066
10149,species,Piciformes,Ramphastidae,Toucans,Selenidera spectabilis,Yellow-eared Toucanet,Yellow-eared Toucanet,yeetou1,avibase-ABE76F69,LC,https://datazone.birdlife.org/species/factsheet/22682071
10150,species,Piciformes,Ramphastidae,Toucans,Selenidera piperivora,Guianan Toucanet,Guianan Toucanet,guitou1,avibase-92FB567F,LC,https://datazone.birdlife.org/species/factsheet/22682084
10151,species,Piciformes,Ramphastidae,Toucans,Selenidera reinwardtii,Golden-collared Toucanet,Golden-collared Toucanet,goctou1,avibase-6AAA6132,NE,
10154,species,Piciformes,Ramphastidae,Toucans,Selenidera nattereri,Tawny-tufted Toucanet,Tawny-tufted Toucanet,tattou1,avibase-82C29C2F,LC,https://datazone.birdlife.org/species/factsheet/22682081
10155,species,Piciformes,Ramphastidae,Toucans,Selenidera gouldii,Gould's Toucanet,Gould's Toucanet,goutou1,avibase-39C1655E,LC,https://datazone.birdlife.org/species/factsheet/22682096
10156,species,Piciformes,Ramphastidae,Toucans,Selenidera maculirostris,Spot-billed Toucanet,Spot-billed Toucanet,spbtou1,avibase-F0C12CF9,LC,https://datazone.birdlife.org/species/factsheet/22682093
10159,species,Piciformes,Indicatoridae,Honeyguides,Prodotiscus insignis,Cassin's Honeybird,Cassin's Honeybird,cashon1,avibase-7884F0D6,LC,https://datazone.birdlife.org/species/factsheet/22680667
10162,species,Piciformes,Indicatoridae,Honeyguides,Prodotiscus zambesiae,Green-backed Honeybird,Green-backed Honeybird,grbhon2,avibase-B20CDCE3,LC,https://datazone.birdlife.org/species/factsheet/22680672
10166,species,Piciformes,Indicatoridae,Honeyguides,Prodotiscus regulus,Brown-backed Honeybird,Brown-backed Honeybird,wahhon1,avibase-8DB3F1A2,LC,https://datazone.birdlife.org/species/factsheet/22680677
10170,species,Piciformes,Indicatoridae,Honeyguides,Melichneutes robustus,Lyre-tailed Honeyguide,Lyre-tailed Honeyguide,lython1,avibase-C2B68BD8,LC,https://datazone.birdlife.org/species/factsheet/22680655
10172,species,Piciformes,Indicatoridae,Honeyguides,Melignomon zenkeri,Zenker's Honeyguide,Zenker's Honeyguide,zenhon1,avibase-AD7BD37A,LC,https://datazone.birdlife.org/species/factsheet/22680663
10173,species,Piciformes,Indicatoridae,Honeyguides,Melignomon eisentrauti,Yellow-footed Honeyguide,Yellow-footed Honeyguide,yefhon2,avibase-8F2DCF5D,NT,https://datazone.birdlife.org/species/factsheet/22680659
10175,species,Piciformes,Indicatoridae,Honeyguides,Indicator pumilio,Dwarf Honeyguide,Dwarf Honeyguide,dwahon1,avibase-C9DFE942,LC,https://datazone.birdlife.org/species/factsheet/22680643
10176,species,Piciformes,Indicatoridae,Honeyguides,Indicator willcocksi,Willcocks's Honeyguide,Willcocks's Honeyguide,wilhon2,avibase-4373396F,LC,https://datazone.birdlife.org/species/factsheet/22680634
10180,species,Piciformes,Indicatoridae,Honeyguides,Indicator meliphilus,Pallid Honeyguide,Pallid Honeyguide,palhon1,avibase-5B74A911,LC,https://datazone.birdlife.org/species/factsheet/22680647
10183,species,Piciformes,Indicatoridae,Honeyguides,Indicator exilis,Least Honeyguide,Least Honeyguide,leahon2,avibase-BFF3AA65,LC,https://datazone.birdlife.org/species/factsheet/22680638
10187,species,Piciformes,Indicatoridae,Honeyguides,Indicator minor,Lesser Honeyguide,Lesser Honeyguide,y00400,avibase-50F3668C,LC,https://datazone.birdlife.org/species/factsheet/22680623
10196,species,Piciformes,Indicatoridae,Honeyguides,Indicator maculatus,Spotted Honeyguide,Spotted Honeyguide,spohon2,avibase-499B3C64,LC,https://datazone.birdlife.org/species/factsheet/22680608
10199,species,Piciformes,Indicatoridae,Honeyguides,Indicator variegatus,Scaly-throated Honeyguide,Scaly-throated Honeyguide,scthon1,avibase-7EF4C99C,LC,https://datazone.birdlife.org/species/factsheet/22680612
10200,species,Piciformes,Indicatoridae,Honeyguides,Indicator xanthonotus,Yellow-rumped Honeyguide,Yellow-rumped Honeyguide,yerhon1,avibase-CBA33B09,LC,https://datazone.birdlife.org/species/factsheet/22680652
10203,species,Piciformes,Indicatoridae,Honeyguides,Indicator archipelagicus,Malaysian Honeyguide,Malaysian Honeyguide,malhon1,avibase-BEADF66C,NT,https://datazone.birdlife.org/species/factsheet/22680620
10204,species,Piciformes,Indicatoridae,Honeyguides,Indicator indicator,Greater Honeyguide,Greater Honeyguide,grehon2,avibase-862749B0,LC,https://datazone.birdlife.org/species/factsheet/22680616
10207,species,Piciformes,Picidae,Woodpeckers,Jynx ruficollis,Red-throated Wryneck,Red-throated Wryneck,runwry1,avibase-93EC5E12,LC,https://datazone.birdlife.org/species/factsheet/22680689
10211,species,Piciformes,Picidae,Woodpeckers,Jynx torquilla,Eurasian Wryneck,Eurasian Wryneck,eurwry,avibase-B2E6AB9F,LC,https://datazone.birdlife.org/species/factsheet/22680683
10219,species,Piciformes,Picidae,Woodpeckers,Picumnus innominatus,Speckled Piculet,Speckled Piculet,spepic1,avibase-2458C837,LC,https://datazone.birdlife.org/species/factsheet/22680694
10223,species,Piciformes,Picidae,Woodpeckers,Picumnus aurifrons,Bar-breasted Piculet,Bar-breasted Piculet,babpic1,avibase-5095CDB1,LC,https://datazone.birdlife.org/species/factsheet/22680697
10231,species,Piciformes,Picidae,Woodpeckers,Picumnus pumilus,Orinoco Piculet,Orinoco Piculet,oripic1,avibase-EF29D637,LC,https://datazone.birdlife.org/species/factsheet/22680700
10232,species,Piciformes,Picidae,Woodpeckers,Picumnus lafresnayi,Lafresnaye's Piculet,Lafresnaye's Piculet,lafpic1,avibase-53386238,LC,https://datazone.birdlife.org/species/factsheet/22680706
10237,species,Piciformes,Picidae,Woodpeckers,Picumnus exilis,Golden-spangled Piculet,Golden-spangled Piculet,gospic1,avibase-8D12FB60,LC,https://datazone.birdlife.org/species/factsheet/61487852
10244,species,Piciformes,Picidae,Woodpeckers,Picumnus sclateri,Ecuadorian Piculet,Ecuadorian Piculet,ecupic1,avibase-1C0BC077,LC,https://datazone.birdlife.org/species/factsheet/22680717
10248,species,Piciformes,Picidae,Woodpeckers,Picumnus squamulatus,Scaled Piculet,Scaled Piculet,scapic1,avibase-7C5E211B,NE,
10254,species,Piciformes,Picidae,Woodpeckers,Picumnus spilogaster,White-bellied Piculet,White-bellied Piculet,whbpic2,avibase-58A28C6E,LC,https://datazone.birdlife.org/species/factsheet/22680723
10258,species,Piciformes,Picidae,Woodpeckers,Picumnus minutissimus,Arrowhead Piculet,Arrowhead Piculet,arrpic1,avibase-3E2A08BA,LC,https://datazone.birdlife.org/species/factsheet/22680726
10259,species,Piciformes,Picidae,Woodpeckers,Picumnus pygmaeus,Spotted Piculet,Spotted Piculet,spopic1,avibase-13CA5483,LC,https://datazone.birdlife.org/species/factsheet/22680730
10260,species,Piciformes,Picidae,Woodpeckers,Picumnus steindachneri,Speckle-chested Piculet,Speckle-chested Piculet,spcpic1,avibase-2722C728,NT,https://datazone.birdlife.org/species/factsheet/22680733
10261,species,Piciformes,Picidae,Woodpeckers,Picumnus varzeae,Varzea Piculet,Varzea Piculet,varpic1,avibase-1411CF3B,NT,https://datazone.birdlife.org/species/factsheet/22680736
10262,species,Piciformes,Picidae,Woodpeckers,Picumnus cirratus,White-barred Piculet,White-barred Piculet,whbpic1,avibase-81D359BF,LC,https://datazone.birdlife.org/species/factsheet/22680739
10269,species,Piciformes,Picidae,Woodpeckers,Picumnus dorbignyanus,Ocellated Piculet,Ocellated Piculet,ocepic2,avibase-4E4CAAFD,LC,https://datazone.birdlife.org/species/factsheet/22680742
10272,species,Piciformes,Picidae,Woodpeckers,Picumnus temminckii,Ochre-collared Piculet,Ochre-collared Piculet,occpic1,avibase-52B00F21,LC,https://datazone.birdlife.org/species/factsheet/22680750
10273,species,Piciformes,Picidae,Woodpeckers,Picumnus albosquamatus,White-wedged Piculet,White-wedged Piculet,whwpic1,avibase-5725BD3D,LC,https://datazone.birdlife.org/species/factsheet/22680753
10276,species,Piciformes,Picidae,Woodpeckers,Picumnus fuscus,Rusty-necked Piculet,Rusty-necked Piculet,runpic1,avibase-A8A08F59,LC,https://datazone.birdlife.org/species/factsheet/22680714
10277,species,Piciformes,Picidae,Woodpeckers,Picumnus rufiventris,Rufous-breasted Piculet,Rufous-breasted Piculet,rubpic1,avibase-15C88984,LC,https://datazone.birdlife.org/species/factsheet/22680756
10281,species,Piciformes,Picidae,Woodpeckers,Picumnus limae,Ochraceous Piculet,Ochraceous Piculet,ochpic1,avibase-73288CF7,LC,https://datazone.birdlife.org/species/factsheet/232769053
10284,species,Piciformes,Picidae,Woodpeckers,Picumnus nebulosus,Mottled Piculet,Mottled Piculet,motpic1,avibase-2F1E9B61,LC,https://datazone.birdlife.org/species/factsheet/22680765
10285,species,Piciformes,Picidae,Woodpeckers,Picumnus castelnau,Plain-breasted Piculet,Plain-breasted Piculet,plbpic1,avibase-8F8E0C78,LC,https://datazone.birdlife.org/species/factsheet/22680768
10286,species,Piciformes,Picidae,Woodpeckers,Picumnus subtilis,Fine-barred Piculet,Fine-barred Piculet,fibpic1,avibase-70C56ABF,LC,https://datazone.birdlife.org/species/factsheet/22680771
10287,species,Piciformes,Picidae,Woodpeckers,Picumnus olivaceus,Olivaceous Piculet,Olivaceous Piculet,olipic1,avibase-B190788A,LC,https://datazone.birdlife.org/species/factsheet/22680774
10294,species,Piciformes,Picidae,Woodpeckers,Picumnus granadensis,Greyish Piculet,Grayish Piculet,grapic1,avibase-2A87E89C,LC,https://datazone.birdlife.org/species/factsheet/22680777
10297,species,Piciformes,Picidae,Woodpeckers,Picumnus cinnamomeus,Chestnut Piculet,Chestnut Piculet,chepic1,avibase-5945045B,LC,https://datazone.birdlife.org/species/factsheet/22680781
10303,species,Piciformes,Picidae,Woodpeckers,Verreauxia africana,African Piculet,African Piculet,afrpic1,avibase-C4DFB5E3,LC,https://datazone.birdlife.org/species/factsheet/22680784
10305,species,Piciformes,Picidae,Woodpeckers,Sasia abnormis,Rufous Piculet,Rufous Piculet,rufpic1,avibase-3E246B6D,LC,https://datazone.birdlife.org/species/factsheet/22680789
10308,species,Piciformes,Picidae,Woodpeckers,Sasia ochracea,White-browed Piculet,White-browed Piculet,whbpic3,avibase-E577AC45,LC,https://datazone.birdlife.org/species/factsheet/22680792
10313,species,Piciformes,Picidae,Woodpeckers,Nesoctites micromegas,Antillean Piculet,Antillean Piculet,antpic1,avibase-72680E64,LC,https://datazone.birdlife.org/species/factsheet/22680795
10317,species,Piciformes,Picidae,Woodpeckers,Hemicircus canente,Heart-spotted Woodpecker,Heart-spotted Woodpecker,heswoo1,avibase-23956360,LC,https://datazone.birdlife.org/species/factsheet/22681572
10318,species,Piciformes,Picidae,Woodpeckers,Hemicircus concretus,Grey-and-buff Woodpecker,Gray-and-buff Woodpecker,gabwoo3,avibase-5FB4C729,NE,
